ID_Mestre,SMILES,4EY7_Eficacia,5W8K_Risco_ML,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_H_00588,Cc1c(-c2nc(C3CCC(C)C3C(N)=O)c(C)c(C)c2F)nc(C(F)(F)F)c(F)c1C,-8.212,-6.3275260000000015,1.8844739999999984,-3.6251543966199966,Gen 133 (Human)
MOL_H_00589,COc1c(C(N)=O)c(C)nc(C)c1C1CCC(C)C1OC,-6.83,-4.578492,2.2515080000000003,-3.625055600000001,Gen 15 (Human)
MOL_H_00590,Cc1c(-c2nc(C(F)(F)F)c(C)c(CC(C)C)c2F)nc(C(N)=O)c(F)c1C,-7.843,-6.028289000000001,1.814710999999999,-3.6231977,Gen 157 (Human)
MOL_H_00591,COc1c(C)nc(C)c(C(F)(F)F)c1-c1c(F)c(C(N)=O)nc(C)c1C(F)(F)F,-7.781,-5.939879,1.841121,-3.6230847,Gen 7 (Human)
MOL_H_00592,COc1c(C)nc(C)c(C(N)=O)c1C1CCC(C)C1C(F)(F)F,-7.184,-5.089349000000001,2.094650999999999,-3.6214557,Gen 15 (Human)
MOL_H_00593,Cc1c(C(N)=O)nc(-c2nc(C(C)C)c(F)c(C)c2C)c(F)c1C,-7.553,-5.617377000000001,1.9356229999999988,-3.6208361,Gen 143 (Human)
MOL_H_00594,CCCC(C)Cc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C1C(C)CCC1C(N)=O,-7.339,-5.313919000000001,2.0250809999999992,-3.6192567,Gen 101 (Human)
MOL_H_00595,Cc1nc(C(F)(F)F)c(F)c(C(F)(F)F)c1-c1nc(C(N)=O)c(C)c(C)c1F,-7.81,-5.989172000000001,1.8208279999999988,-3.617579599999999,Gen 135 (Human)
MOL_H_00596,COc1c(C(N)=O)c(C)nc(C)c1C1CCC(C)C1C(F)(F)F,-7.18,-5.089349000000001,2.0906509999999985,-3.617455699999999,Gen 15 (Human)
MOL_H_00597,CCc1c(F)c(C(F)(F)F)nc(C(N)=O)c1C(F)(F)F,-7.021,-4.862250000000001,2.1587499999999986,-3.617424999999999,Gen 124 (Human)
MOL_H_00598,CC(C)c1nc(C(F)(F)F)c(F)c(C(N)=O)c1C(N)=O,-6.582,-4.235475000000001,2.346524999999999,-3.6171675,Gen 115 (Human)
MOL_H_00599,COC1C(C)CCC1c1nc(C)c(C(N)=O)c(C(F)(F)F)c1Cl,-7.255,-5.197273000000001,2.057726999999999,-3.6169089,Gen 33 (Human)
MOL_H_00600,COc1c(C)nc(C2C(C)CCC2C(C)C)c(F)c1C(N)=O,-7.129,-5.018976000000001,2.1100239999999983,-3.615716799999999,Gen 100 (Human)
MOL_H_00601,COc1nc(C(N)=O)c(F)c(C(F)(F)F)c1OC,-6.546,-4.1874720000000005,2.358528,-3.6147696,Gen 99 (Human)
MOL_H_00602,CCOc1c(C)nc(C2CCC(C)C2C(N)=O)c(Cl)c1C(=O)CC(C)C,-7.405,-5.415064000000002,1.9899359999999984,-3.614455199999999,Gen 64 (Human)
MOL_H_00603,Cc1c(C(C)C)nc(C2CCC(C)C2C(N)=O)c(F)c1C(N)=O,-6.816,-4.573829000000001,2.242170999999999,-3.6143197,Gen 127 (Human)
MOL_H_00604,Cc1c(C2CCC(C)C2C(N)=O)nc(C2C(C)CCC2C(F)(F)F)c(F)c1C,-7.697,-5.833569000000002,1.8634309999999976,-3.613501699999999,Gen 139 (Human)
MOL_H_00605,CCC(C)c1nc(C2CCC(C)C2C(N)=O)c(C)c(C(N)=O)c1F,-6.93,-4.738418000000001,2.1915819999999986,-3.613107399999999,Gen 147 (Human)
MOL_H_00606,COc1nc(C(F)(F)F)c(F)c(C(F)(F)F)c1C(N)=O,-6.864,-4.644674,2.219326,-3.6127282,Gen 99 (Human)
MOL_H_00607,Cc1nc(C2CCC(C)C2C(N)=O)c(F)c(OC(C)C)c1C(=O)CC(C)C,-7.368,-5.366178000000002,2.001821999999998,-3.611675399999999,Gen 30 (Human)
MOL_H_00608,Cc1c(-c2nc(C(F)(F)F)c(C)c(C)c2Cl)nc(C(N)=O)c(Cl)c1C,-7.852,-6.058429,1.793571,-3.611099700000001,Gen 132 (Human)
MOL_H_00609,Cc1c(C(F)(F)F)nc(C(N)=O)c(F)c1C(F)(F)F,-6.931,-4.745303,2.185697,-3.6092879,Gen 112 (Human)
MOL_H_00610,CCc1c(C(N)=O)nc(C2C(C)CCC2C(N)=O)c(Cl)c1C,-6.802,-4.562340000000001,2.239659999999999,-3.608361999999999,Gen 131 (Human)
MOL_H_00611,Cc1nc(C(N)=O)c(C)c(C2CCC(C)C2C(N)=O)c1F,-6.571,-4.232478,2.338522,-3.6082654,Gen 174 (Human)
MOL_H_00612,Cc1c(C(F)(F)F)nc(-c2nc(C(N)=O)c(C)c(C(F)(F)F)c2F)c(Cl)c1C,-7.963,-6.202087000000001,1.7609129999999995,-3.607973822155,Gen 161 (Human)
MOL_H_00613,Cc1nc(-c2nc(C(F)(F)F)c(Cl)c(C)c2C)c(F)c(C(F)(F)F)c1C(N)=O,-7.963,-6.202087000000001,1.7609129999999995,-3.607973822155,Gen 135 (Human)
MOL_H_00614,COC1CCC(C)C1OC1CCC(C)C1C(N)=O,-6.356,-3.926841,2.429159,-3.6072113,Gen 21 (Human)
MOL_H_00615,Cc1c(C(F)(F)F)nc(C(F)(F)F)c(F)c1C1CCC(C)C1C(N)=O,-7.415,-5.4402300000000015,1.9747699999999984,-3.606839,Gen 112 (Human)
MOL_H_00616,Cc1c(CC(C)C)nc(C2CCC(C)C2C(N)=O)c(F)c1C,-7.192,-5.1227740000000015,2.0692259999999987,-3.606058199999999,Gen 179 (Human)
MOL_H_00617,Cc1c(-c2nc(C(F)(F)F)c(C)c(C)c2F)nc(C2C(C)CCC2C(N)=O)c(F)c1C,-8.19,-6.3275260000000015,1.862473999999998,-3.603154396619997,Gen 128 (Human)
MOL_H_00618,Cc1c(C2CCC(C)C2C(N)=O)nc(C(C)C(C)C)c(F)c1C(N)=O,-6.999,-4.852572,2.146428,-3.6021996,Gen 139 (Human)
MOL_H_00619,Cc1c(-c2nc(C(F)(F)F)c(C)c(C(N)=O)c2F)nc(C(F)(F)F)c(Cl)c1C,-7.957,-6.202087000000001,1.7549129999999993,-3.601973822155,Gen 158 (Human)
MOL_H_00620,CC(C)c1nc(C(C)C)c(C(N)=O)c(C(N)=O)c1F,-6.556,-4.2202530000000005,2.335747,-3.6018229,Gen 141 (Human)
MOL_H_00621,Cc1nc(C2CCC(C)C2C(N)=O)c(F)c(C(C)C)c1C(N)=O,-6.803,-4.573829000000001,2.229170999999999,-3.6013196999999995,Gen 121 (Human)
MOL_H_00622,CCc1nc(-c2nc(C(N)=O)c(F)c(C(F)(F)F)c2C)c(F)c(C)c1C,-7.626,-5.7495460000000005,1.876454,-3.6013178000000003,Gen 155 (Human)
MOL_H_00623,CCCC(C)c1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(F)c1C(F)(F)F,-7.283,-5.259580000000001,2.02342,-3.601294,Gen 115 (Human)
MOL_H_00624,CCCc1nc(C2CCC(C)C2C(N)=O)c(C)c(C(N)=O)c1F,-6.761,-4.514014,2.246986,-3.6011902,Gen 138 (Human)
MOL_H_00625,CC(C)c1nc(C2CCC(C)C2C(N)=O)c(Cl)c(C(N)=O)c1C(F)(F)F,-7.201,-5.1433170000000015,2.057682999999998,-3.6006780999999988,Gen 108 (Human)
MOL_H_00626,Cc1c(-c2nc(C(F)(F)F)c(C)c(C(N)=O)c2F)nc(C(C)C)c(Cl)c1C,-7.938,-6.186865,1.7511349999999997,-3.6003993588750003,Gen 158 (Human)
MOL_H_00627,Cc1c(C2CCC(C)C2C(N)=O)nc(CCC(C)C)c(F)c1C(N)=O,-6.955,-4.792757000000001,2.1622429999999992,-3.6000700999999995,Gen 143 (Human)
MOL_H_00628,COc1cc(C2CCC(C)C2C(=O)CC(C)C)nc(C)c1C(N)=O,-7.067,-4.952895000000002,2.1141049999999986,-3.599973499999999,Gen 4 (Human)
MOL_H_00629,CCc1c(C)c(C2CCC(C)C2C(N)=O)nc(C2CCC(C)C2C(N)=O)c1Cl,-7.28,-5.257267000000002,2.022732999999998,-3.599913099999999,Gen 144 (Human)
MOL_H_00630,Cc1c(C2C(C)CCC2C(N)=O)nc(C2CCC(C)C2C(N)=O)c(Cl)c1C,-7.198,-5.140320000000001,2.0576799999999995,-3.599776,Gen 130 (Human)
MOL_H_00631,Cc1nc(-c2nc(C(N)=O)c(C)c(C(F)(F)F)c2F)c(C)c(C(F)(F)F)c1F,-7.791,-5.989172,1.8018280000000004,-3.5985796000000008,Gen 145 (Human)
MOL_H_00632,Cc1c(C(F)(F)F)nc(C2C(C)CCC2C(N)=O)c(F)c1C,-7.157,-5.0836570000000005,2.0733429999999995,-3.5984401,Gen 128 (Human)
MOL_H_00633,Cc1c(C(C)C)nc(-c2nc(C(N)=O)c(F)c(C(F)(F)F)c2C)c(Cl)c1C,-7.936,-6.186865,1.749135,-3.5983993588750005,Gen 154 (Human)
MOL_H_00634,CC(C)c1c(F)c(C(F)(F)F)nc(C(N)=O)c1C(N)=O,-6.563,-4.235475000000001,2.3275249999999987,-3.5981675,Gen 115 (Human)
MOL_H_00635,COc1c(C(N)=O)c(C)nc(C2CCC(C)C2C(=O)C(C)C(C)C)c1C1CC1,-7.414,-5.454269000000003,1.959730999999997,-3.5960116999999983,Gen 9 (Human)
MOL_H_00636,CCC1C(C)CCC1c1nc(C(N)=O)c(C)c(C(F)(F)F)c1F,-7.349,-5.362024000000002,1.9869759999999983,-3.595583199999999,Gen 124 (Human)
MOL_H_00637,Cc1nc(-c2c(C)c(C(N)=O)nc(C(F)(F)F)c2F)c(C)c(C(F)(F)F)c1F,-7.788,-5.989172,1.7988280000000003,-3.5955796000000007,Gen 165 (Human)
MOL_H_00638,COc1c(C(=O)CC(C)C)c(C)nc(C(=O)CC(C)C)c1C(N)=O,-6.959,-4.805074000000001,2.1539259999999985,-3.595448199999999,Gen 105 (Human)
MOL_H_00639,Cc1nc(C(F)(F)F)c(F)c(OC(C)C)c1C(N)=O,-6.827,-4.616719,2.210281,-3.5952967000000005,Gen 8 (Human)
MOL_H_00640,Cc1nc(-c2nc(C(F)(F)F)c(C)c(C)c2Cl)c(F)c(C(N)=O)c1C(F)(F)F,-7.949,-6.202087,1.7469130000000002,-3.593973822155001,Gen 135 (Human)
MOL_H_00641,CCC1CCC(C)C1c1nc(-c2nc(C(N)=O)c(F)c(C)c2C)c(F)c(C)c1C,-8.016,-6.249320000000001,1.7666799999999991,-3.592153688,Gen 160 (Human)
MOL_H_00642,CCc1nc(C(C)C)c(F)c(C(N)=O)c1C(N)=O,-6.389,-3.995849,2.393151,-3.5919057000000003,Gen 159 (Human)
MOL_H_00643,NC(=O)c1c(F)c(C(F)(F)F)nc(C(F)(F)F)c1C(F)(F)F,-7.162,-5.101876,2.060124,-3.5906868000000003,Gen 104 (Human)
MOL_H_00644,COc1c(F)c(C2CCC(C)C2C(=O)CC(C)C)nc(C)c1C(N)=O,-7.116,-5.037560000000002,2.078439999999998,-3.5897079999999986,Gen 45 (Human)
MOL_H_00645,CCCc1c(C(N)=O)nc(C2C(C)CCC2C(N)=O)c(Cl)c1C(F)(F)F,-7.148,-5.083502000000001,2.0644979999999986,-3.589548599999999,Gen 119 (Human)
MOL_H_00646,CCc1nc(C2C(C)CCC2C(=O)CC(C)C)c(Cl)c(C(N)=O)c1OC,-7.346,-5.367422000000002,1.978577999999998,-3.5888045999999987,Gen 21 (Human)
MOL_H_00647,Cc1c(CC(C)C)nc(-c2nc(C(N)=O)c(Cl)c(C)c2C)c(F)c1C,-7.705,-5.884631000000001,1.820369,-3.5857583,Gen 152 (Human)
MOL_H_00648,CCc1c(F)c(C(F)(F)F)nc(C)c1C1C(C)CCC1C(N)=O,-7.226,-5.200604000000001,2.025395999999999,-3.5855771999999995,Gen 122 (Human)
MOL_H_00649,CCCCc1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(Cl)c1C(F)(F)F,-7.259,-5.248091000000001,2.010908999999999,-3.5853363,Gen 117 (Human)
MOL_H_00650,CCCC(C)c1nc(C(N)=O)c(F)c(C(F)(F)F)c1C1CCC(C)C1C(N)=O,-7.267,-5.2595800000000015,2.007419999999999,-3.585294,Gen 100 (Human)
MOL_H_00651,CCC1C(C)CCC1c1nc(C(N)=O)c(F)c(C)c1C,-7.089,-5.005451000000001,2.083549,-3.5851843000000003,Gen 150 (Human)
MOL_H_00652,Cc1c(C(N)=O)nc(-c2nc(C(C)C)c(C)c(C(F)(F)F)c2F)c(F)c1C,-7.765,-5.97395,1.7910499999999994,-3.583235,Gen 143 (Human)
MOL_H_00653,CCc1nc(-c2nc(C(N)=O)c(C)c(C(F)(F)F)c2F)c(Cl)c(C)c1C,-7.756,-5.962461,1.793539,-3.5822773000000003,Gen 161 (Human)
MOL_H_00654,CCc1nc(CC)c(C(N)=O)c(C(N)=O)c1F,-6.222,-3.771445,2.450555000000001,-3.581988500000001,Gen 131 (Human)
MOL_H_00655,CC(C)Cc1nc(C(N)=O)c(F)c(CC(C)C)c1C(N)=O,-6.612,-4.328931000000001,2.283069,-3.5817483,Gen 169 (Human)
MOL_H_00656,Cc1nc(C(N)=O)c(C)c(C(N)=O)c1F,-6.058,-3.537551,2.520449,-3.5817143,Gen 174 (Human)
MOL_H_00657,CCC(C)C(C)c1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(F)c1C(F)(F)F,-7.343,-5.373734000000002,1.9692659999999984,-3.581386199999999,Gen 174 (Human)
MOL_H_00658,Cc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C1CCC(C)C1C(C)C,-7.414,-5.476178000000002,1.937821999999998,-3.5806753999999987,Gen 115 (Human)
MOL_H_00659,CC(C)Cc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C(F)(F)F,-7.179,-5.140993000000001,2.0380069999999995,-3.5803049,Gen 164 (Human)
MOL_H_00660,Cc1c(C(C)C)nc(-c2nc(C(N)=O)c(F)c(C(F)(F)F)c2C)c(F)c1C,-7.761,-5.97395,1.7870499999999998,-3.579235,Gen 154 (Human)
MOL_H_00661,CCC1C(C)CCC1c1nc(C)c(F)c(C2CCC(C)C2C(N)=O)c1C,-7.569,-5.700378000000002,1.8686219999999976,-3.5787353999999985,Gen 172 (Human)
MOL_H_00662,Cc1c(C2CCC(C)C2C(N)=O)nc(C(F)(F)F)c(F)c1CC(C)C,-7.414,-5.4793470000000015,1.9346529999999984,-3.5784570999999987,Gen 179 (Human)
MOL_H_00663,CCc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C(F)(F)F,-6.981,-4.86225,2.1187499999999995,-3.577425,Gen 106 (Human)
MOL_H_00664,CCc1c(C)c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c1Cl,-6.771,-4.562340000000001,2.208659999999999,-3.5773619999999995,Gen 127 (Human)
MOL_H_00665,CC(C)c1nc(C(N)=O)c(C(N)=O)c(C(C)C)c1F,-6.531,-4.2202530000000005,2.310746999999999,-3.5768229,Gen 169 (Human)
MOL_H_00666,CCc1nc(-c2nc(C3CCC(C)C3C(N)=O)c(F)c(C)c2C)c(C)c(C)c1F,-7.838,-6.087900000000001,1.7500999999999989,-3.57647,Gen 138 (Human)
MOL_H_00667,COC1CCC(C)C1c1c(C)nc(C)c(C(F)(F)F)c1C(N)=O,-7.101,-5.035694,2.065306,-3.5760142,Gen 12 (Human)
MOL_H_00668,Cc1nc(C(F)(F)F)c(F)c(C2C(C)CCC2C(N)=O)c1C(F)(F)F,-7.383,-5.4402300000000015,1.9427699999999983,-3.5748389999999994,Gen 24 (Human)
MOL_H_00669,COc1c(Cl)c(C2CCC(C)C2C(N)=O)nc(C)c1C(=O)C(C)C(C)C,-7.33,-5.364629000000002,1.9653709999999984,-3.574759699999999,Gen 28 (Human)
MOL_H_00670,Cc1nc(C2CCC(C)C2C(N)=O)c(Cl)c(C(F)(F)F)c1C(F)(F)F,-7.531,-5.653145000000002,1.8778549999999976,-3.5737984999999983,Gen 80 (Human)
MOL_H_00671,CCC1CCC(C)C1c1nc(C)c(F)c(C2CCC(C)C2C(N)=O)c1C,-7.564,-5.700378000000002,1.8636219999999977,-3.5737353999999986,Gen 183 (Human)
MOL_H_00672,Cc1c(-c2nc(C(N)=O)c(F)c(C)c2C)nc(CC(C)C)c(F)c1C,-7.542,-5.671716,1.870284,-3.5717988000000003,Gen 140 (Human)
MOL_H_00673,CCc1c(C)c(-c2nc(C)c(F)c(C3C(C)CCC3C(N)=O)c2C)nc(C)c1F,-7.832,-6.087900000000001,1.7440999999999989,-3.57047,Gen 176 (Human)
MOL_H_00674,Cc1c(C(F)(F)F)nc(C(N)=O)c(F)c1C1CCC(C)C1C(F)(F)F,-7.417,-5.495215000000002,1.921784999999998,-3.570349499999999,Gen 114 (Human)
MOL_H_00675,COc1nc(C)c(C(F)(F)F)c(C(N)=O)c1F,-6.572,-4.288101,2.283899,-3.5703293,Gen 20 (Human)
MOL_H_00676,Cc1c(C(F)(F)F)nc(C2C(C)CCC2C(N)=O)c(F)c1C(F)(F)F,-7.378,-5.4402300000000015,1.9377699999999989,-3.5698389999999995,Gen 112 (Human)
MOL_H_00677,CCc1c(OC)nc(C(N)=O)c(F)c1C(F)(F)F,-6.653,-4.405048,2.247952,-3.5694664,Gen 99 (Human)
MOL_H_00678,COc1c(Cl)c(C2C(C)CCC2C(F)(F)F)nc(C)c1C(N)=O,-7.245,-5.250928,1.994072,-3.5693504000000003,Gen 52 (Human)
MOL_H_00679,Cc1c(C2C(C)CCC2C(N)=O)nc(CC(C)C)c(F)c1C,-7.154,-5.1227740000000015,2.0312259999999984,-3.568058199999999,Gen 151 (Human)
MOL_H_00680,COc1c(C)nc(C(F)(F)F)c(C(=O)CC(C)C)c1C(N)=O,-6.892,-4.750542000000001,2.141457999999999,-3.5666206,Gen 28 (Human)
MOL_H_00681,CC(C)Cc1nc(C(F)(F)F)c(F)c(C(N)=O)c1C(N)=O,-6.569,-4.289814000000001,2.279186,-3.5661301999999995,Gen 153 (Human)
MOL_H_00682,Cc1c(C(C)C)nc(C(N)=O)c(F)c1C1CCC(C)C1C(F)(F)F,-7.4,-5.479993000000002,1.9200069999999985,-3.564004899999999,Gen 117 (Human)
MOL_H_00683,Cc1nc(C2C(C)CCC2C(F)(F)F)c(F)c(C(F)(F)F)c1C(N)=O,-7.41,-5.495215000000002,1.9147849999999984,-3.5633495,Gen 17 (Human)
MOL_H_00684,Cc1nc(C2CCC(C)C2c2nc(C(N)=O)c(C)c(C)c2F)c(C)c(C(F)(F)F)c1F,-8.257,-6.367496000000001,1.8895039999999987,-3.5632302499199984,Gen 142 (Human)
MOL_H_00685,Cc1nc(C(F)(F)F)c(C)c(C2CCC(C)C2c2c(C)c(C(N)=O)nc(C)c2F)c1F,-8.256,-6.367496000000001,1.8885039999999995,-3.562230249919999,Gen 174 (Human)
MOL_H_00686,Cc1nc(C2C(C)CCC2C(=O)CC(C)C)c(F)c(C(N)=O)c1OC(C)C,-7.318,-5.366178000000002,1.9518219999999973,-3.561675399999998,Gen 16 (Human)
MOL_H_00687,CC(C)c1c(C(N)=O)nc(C(N)=O)c(F)c1C(C)C,-6.515,-4.220253000000001,2.2947469999999983,-3.560822899999999,Gen 149 (Human)
MOL_H_00688,Cc1nc(-c2nc(C3CCC(C)C3C(N)=O)c(C)c(C)c2F)c(C)c(C(C)C)c1F,-8.111,-6.312304000000001,1.7986959999999996,-3.56067425792,Gen 163 (Human)
MOL_H_00689,CCc1nc(-c2nc(C(N)=O)c(F)c(C)c2C)c(F)c(C)c1C,-7.335,-5.392973,1.9420270000000004,-3.5599189000000004,Gen 160 (Human)
MOL_H_00690,Cc1c(CC(C)C)nc(C(N)=O)c(F)c1C(F)(F)F,-6.909,-4.784420000000001,2.124579999999999,-3.559906,Gen 164 (Human)
MOL_H_00691,CCCC(C)Oc1c(C)nc(C(F)(F)F)c(C(F)(F)F)c1C(N)=O,-7.307,-5.3538060000000005,1.953194,-3.5593358000000004,Gen 73 (Human)
MOL_H_00692,CCc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C,-6.713,-4.505677,2.207323,-3.5590261,Gen 124 (Human)
MOL_H_00693,CCOc1c(F)c(C(F)(F)F)nc(C)c1C(N)=O,-6.675,-4.45269,2.22231,-3.558117,Gen 7 (Human)
MOL_H_00694,CCC(C)Oc1c(C)nc(C(F)(F)F)c(F)c1C(N)=O,-6.905,-4.781308,2.123692,-3.5580844000000003,Gen 11 (Human)
MOL_H_00695,CCc1nc(-c2nc(C(N)=O)c(Cl)c(C)c2C)c(F)c(C(F)(F)F)c1C,-7.731,-5.962461,1.7685389999999996,-3.5572773,Gen 161 (Human)
MOL_H_00696,CCc1nc(C(N)=O)c(C)c(C(N)=O)c1F,-6.115,-3.654498,2.4605020000000004,-3.5568514000000007,Gen 136 (Human)
MOL_H_00697,Cc1nc(C(=O)CC(C)C)c(Cl)c(C(F)(F)F)c1C1CCC(C)C1C(N)=O,-7.552,-5.707677000000002,1.8443229999999973,-3.5566260999999986,Gen 23 (Human)
MOL_H_00698,CCCCc1nc(C2CCC(C)C2C(N)=O)c(CC)c(C(N)=O)c1Cl,-7.062,-5.008465000000001,2.0535349999999992,-3.5560745,Gen 177 (Human)
MOL_H_00699,Cc1c(C(N)=O)nc(-c2nc(C(F)(F)F)c(C)c(C)c2F)c(F)c1C,-7.498,-5.632599000000001,1.865401,-3.5551807,Gen 142 (Human)
MOL_H_00700,Cc1c(-c2nc(C(F)(F)F)c(Cl)c(C)c2C)nc(C(N)=O)c(Cl)c1C,-7.796,-6.058429,1.737571,-3.5550997000000004,Gen 132 (Human)
MOL_H_00701,COc1c(-c2c(F)c(C(N)=O)nc(C)c2C(F)(F)F)ccnc1C,-7.272,-5.311304,1.9606960000000004,-3.554087200000001,Gen 5 (Human)
MOL_H_00702,CCc1nc(-c2nc(C(N)=O)c(C)c(C)c2Cl)c(C)c(C(F)(F)F)c1F,-7.726,-5.962461,1.7635389999999995,-3.5522773,Gen 161 (Human)
MOL_H_00703,CCc1c(C2CCC(C)C2C(N)=O)nc(C2C(C)CCC2C(N)=O)c(Cl)c1CC,-7.312,-5.374214000000002,1.9377859999999985,-3.550050199999999,Gen 172 (Human)
MOL_H_00704,Cc1nc(C(F)(F)F)c(F)c(C(N)=O)c1C1C(C)CCC1C(F)(F)F,-7.395,-5.495215000000002,1.8997849999999976,-3.5483494999999987,Gen 29 (Human)
MOL_H_00705,CCc1c(F)c(C(C)C)nc(C(N)=O)c1C(F)(F)F,-6.94,-4.847028000000001,2.092972,-3.5470804,Gen 156 (Human)
MOL_H_00706,CCc1nc(-c2nc(C(N)=O)c(C)c(C)c2Cl)c(F)c(C(F)(F)F)c1C,-7.72,-5.962461,1.7575389999999995,-3.5462773,Gen 161 (Human)
MOL_H_00707,Cc1c(-c2c(C)c(C(N)=O)nc(C(F)(F)F)c2F)nc(C(F)(F)F)c(Cl)c1C,-7.901,-6.202087000000001,1.6989129999999992,-3.5459738221549992,Gen 130 (Human)
MOL_H_00708,CCCc1c(C2CCC(C)C2C(N)=O)nc(C2CCC(C)C2C(N)=O)c(Cl)c1C,-7.341,-5.421856000000003,1.9191439999999973,-3.5457007999999988,Gen 175 (Human)
MOL_H_00709,CCc1nc(-c2nc(C(F)(F)F)c(C)c(C(N)=O)c2F)c(F)c(C)c1C,-7.569,-5.7495460000000005,1.819454,-3.5443178,Gen 173 (Human)
MOL_H_00710,CCc1c(C)c(C(F)(F)F)nc(C2C(C)CCC2C(N)=O)c1F,-7.184,-5.200604000000001,1.983395999999999,-3.5435772,Gen 127 (Human)
MOL_H_00711,Cc1c(C(F)(F)F)nc(-c2nc(C(F)(F)F)c(C)c(C(N)=O)c2F)c(Cl)c1C,-7.898,-6.202087000000001,1.6959129999999991,-3.542973822154999,Gen 167 (Human)
MOL_H_00712,Cc1c(Cl)c(C(N)=O)nc(C2CCC(C)C2C(N)=O)c1C(C)C,-6.892,-4.786744000000001,2.105255999999999,-3.5412791999999995,Gen 134 (Human)
MOL_H_00713,COc1nc(C)c(C(F)(F)F)c(C(F)(F)F)c1C(N)=O,-6.828,-4.69601,2.13199,-3.5407930000000003,Gen 27 (Human)
MOL_H_00714,COc1nc(C(N)=O)c(F)c(C(F)(F)F)c1C(F)(F)F,-6.792,-4.644674,2.147326,-3.5407282,Gen 99 (Human)
MOL_H_00715,CCc1c(C)c(C2C(C)CCC2C(N)=O)nc(C(F)(F)F)c1F,-7.181,-5.200604000000001,1.980395999999999,-3.5405771999999995,Gen 124 (Human)
MOL_H_00716,COc1nc(OC)c(C(F)(F)F)c(C(N)=O)c1F,-6.471,-4.1874720000000005,2.283528,-3.5397696,Gen 103 (Human)
MOL_H_00717,COc1nc(C(F)(F)F)c(F)c(C(N)=O)c1C(F)(F)F,-6.791,-4.644674,2.146326,-3.5397282000000003,Gen 103 (Human)
MOL_H_00718,CC(C)c1nc(C(N)=O)c(F)c(C(F)(F)F)c1C(F)(F)F,-7.1,-5.086654000000001,2.0133459999999985,-3.539342199999999,Gen 119 (Human)
MOL_H_00719,CCc1nc(-c2c(C)c(C3CCC(C)C3C(N)=O)nc(C)c2F)c(C)c(C)c1F,-7.8,-6.087900000000001,1.7120999999999986,-3.53847,Gen 183 (Human)
MOL_H_00720,COc1c(C)nc(C2C(C)CCC2C(N)=O)c(Cl)c1C(=O)CC(C)C,-7.213,-5.250475000000002,1.9625249999999983,-3.537667499999999,Gen 61 (Human)
MOL_H_00721,Cc1nc(C2C(C)CCC2C(F)(F)F)c(Cl)c(C(N)=O)c1C(F)(F)F,-7.532,-5.708130000000002,1.8238699999999977,-3.536308999999999,Gen 42 (Human)
MOL_H_00722,Cc1c(C(N)=O)nc(C(N)=O)c(F)c1C1C(C)CCC1CC(C)C,-6.889,-4.789588000000001,2.099411999999999,-3.5362884,Gen 145 (Human)
MOL_H_00723,Cc1c(C(N)=O)nc(-c2nc(CC(C)C)c(C)c(C(F)(F)F)c2F)c(F)c1C,-7.756,-6.028289,1.7277110000000002,-3.5361977000000007,Gen 164 (Human)
MOL_H_00724,COc1c(C)nc(C)c(C2CC2)c1-c1c(F)c(C(N)=O)nc(C)c1C(F)(F)F,-7.62,-5.834525000000001,1.785474999999999,-3.5358325,Gen 7 (Human)
MOL_H_00725,CC(C)c1nc(C(F)(F)F)c(F)c(C(F)(F)F)c1C(N)=O,-7.096,-5.086654000000001,2.009345999999999,-3.5353422,Gen 115 (Human)
MOL_H_00726,CCc1c(C)nc(C(N)=O)c(F)c1C(F)(F)F,-6.689,-4.505677,2.183323,-3.5350261,Gen 107 (Human)
MOL_H_00727,CCc1c(C)c(C2CCC(C)C2C(N)=O)nc(C(F)(F)F)c1F,-7.174,-5.200604000000001,1.973396,-3.5335772,Gen 124 (Human)
MOL_H_00728,Cc1nc(C2CCC(C)C2C(N)=O)c(F)c(C(N)=O)c1C(C)C,-6.734,-4.573829000000001,2.160170999999999,-3.5323196999999995,Gen 121 (Human)
MOL_H_00729,CC(C)Cc1c(F)c(C(N)=O)nc(C(C)C)c1C(N)=O,-6.524,-4.274592,2.249408,-3.5317856,Gen 141 (Human)
MOL_H_00730,CC(C)c1c(C(N)=O)nc(C(N)=O)c(Cl)c1C1C(C)CCC1C(F)(F)F,-7.17,-5.198302000000002,1.9716979999999984,-3.531188599999999,Gen 115 (Human)
MOL_H_00731,COc1c(C)nc(C2C(C)CCC2OC)c(Cl)c1C(N)=O,-6.849,-4.740071,2.108929,-3.5309503,Gen 34 (Human)
