ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_02746,CCC1CCC(c2cnccc2I)C1C(N)=O,-6.672,-5.879,0.793,-2.5567,Fase 2_Seletividade
MOL_02747,CCC1CCC(c2cnccc2C#N)C1C(=O)C=O,-6.365,-5.441,0.924,-2.5563000000000007,Fase 2_Seletividade
MOL_02748,CNC(=O)C1C(N)CCC1c1cnccc1C(C)C,-7.849,-6.53,1.319,-2.556000000000001,Fase 2_Seletividade
MOL_02749,CC1CCC(c2cnccc2C(F)F)C1C(=O)C(=O)O,-8.289,-6.619,1.67,-2.555895000000003,Fase 2_Seletividade
MOL_02750,NC1CCC(c2cnccc2S)C1C(=O)C1CCC1,-6.781,-6.036,0.745,-2.5558000000000005,Fase 2_Seletividade
MOL_02751,O=C(O)C1C(O)CCC1c1cnccc1CF,-6.834,-6.113,0.721,-2.5549,Fase 2_Seletividade
MOL_02752,CCCC(=O)C1C(C)CCC1c1cnccc1-c1nnn[nH]1,-9.215,-6.77,2.445,-2.5540000000000056,Fase 4_Mutantes Geração 2
MOL_02753,CC(C)C(=O)C1C(C#N)CCC1c1cnccc1F,-8.039,-6.571,1.468,-2.5530950000000026,Fase 2_Seletividade
MOL_02754,CC(=O)c1ccncc1C(C)=O,-6.209,-5.225,0.984,-2.5515000000000003,Gen 70
MOL_02755,CNC(=O)C1C(S)CCC1c1cnccc1C#N,-6.84,-6.127,0.713,-2.5511,Fase 2_Seletividade
MOL_02756,CC(C)c1ccncc1C1CCC(C=O)C1C(=O)C(=O)O,-7.505,-6.447,1.058,-2.5510550000000007,Fase 2_Seletividade
MOL_02757,CCOC(=O)C1C(S)CCC1c1cnccc1OC,-6.459,-5.583,0.876,-2.5509,Fase 2_Seletividade
MOL_02758,CCCC(=O)C1C(S)CCC1c1cnccc1CF,-6.588,-5.768,0.82,-2.5504000000000007,Fase 2_Seletividade
MOL_02759,O=C(O)C1C(S)CCC1c1cnccc1C(F)F,-6.617,-5.81,0.807,-2.5500000000000007,Fase 2_Seletividade
MOL_02760,CCC(=O)C1C(C#N)CCC1c1cnccc1S,-6.232,-5.263,0.969,-2.5479000000000007,Fase 2_Seletividade
MOL_02761,CCOC(=O)C1C(C#N)CCC1c1cnccc1O,-6.708,-5.943,0.765,-2.5479000000000003,Fase 2_Seletividade
MOL_02762,CCNC(=O)C1C(N)CCC1c1cnccc1C1CC1,-7.681,-6.493,1.188,-2.5476550000000007,Fase 2_Seletividade
MOL_02763,O=CC1CCC(c2cnccc2I)C1C(=O)C1CCC1,-6.476,-5.613,0.863,-2.5469,Fase 2_Seletividade
MOL_02764,N#Cc1ccncc1C1CCC(CF)C1C(=O)C=O,-6.772,-6.037,0.735,-2.546100000000001,Fase 2_Seletividade
MOL_02765,CC(C)C(=O)C1C(CF)CCC1c1cnccc1I,-6.401,-5.508,0.893,-2.5454,Fase 3_Super Elite
MOL_02766,COc1cncc(C2CCC(C)C2C(=O)C(C)C(C)C)c1C(C)=O,-8.349,-6.632,1.7170000000000003,-2.5449800000000042,Gen 40
MOL_02767,COc1ccncc1C1CCC(CF)C1C(N)=O,-7.392,-6.417,0.975,-2.543655000000002,Fase 2_Seletividade
MOL_02768,COc1ccncc1-c1nc(C)c(C)c(C(=O)CC(C)C)c1OC,-7.908,-6.546,1.362,-2.5417200000000006,Gen 102
MOL_02769,CCC1CCC(c2cnccc2Br)C1C(=O)C(N)=O,-6.908,-6.211,0.697,-2.5416950000000007,Fase 2_Seletividade
MOL_02770,Cc1nc(O)c(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1F,-7.299,-6.39,0.9090000000000008,-2.538000000000002,Gen 25
MOL_02771,COC1CCC(C)C1c1ccncc1-c1ccnc(C)c1C(C)=O,-7.289,-6.387,0.902,-2.537255000000002,Gen 93
MOL_02772,CNC(=O)C1C(C=O)CCC1c1cnccc1C(C)C,-7.212,-6.361,0.851,-2.5366950000000017,Fase 2_Seletividade
MOL_02773,CCOC(=O)C1C(C#N)CCC1c1cnccc1F,-7.217,-6.363,0.854,-2.5360549999999993,Fase 2_Seletividade
MOL_02774,COc1ccncc1C1CCC(S)C1C(=O)O,-6.432,-5.566,0.866,-2.535800000000001,Fase 2_Seletividade
MOL_02775,COC1CCC(c2cnccc2C)C1C(N)=O,-6.682,-5.925,0.757,-2.5345000000000004,Fase 2_Seletividade
MOL_02776,Nc1ccncc1C1CCC(CF)C1C(=O)O,-6.877,-6.192,0.685,-2.53378,Fase 2_Seletividade
MOL_02777,COc1cnccc1-c1c(-c2ccnc(C)c2OC)ccnc1C,-6.828,-6.136,0.6920000000000002,-2.532800000000001,Gen 72
MOL_02778,COc1nc(C2CC2)c(O)c(C(C)=O)c1C1CCC(C)C1C(=O)CC(C)C,-8.607,-6.679,1.927999999999999,-2.532495,Gen 135
MOL_02779,CC(=O)C1C(C)CCC1c1cnccc1F,-6.527,-5.707,0.82,-2.5321000000000007,Fase 2_Seletividade
MOL_02780,COC1CCC(C)C1c1c(C)c(C)nc(C(C)=O)c1C(C)=O,-7.084,-6.313,0.7709999999999999,-2.5320550000000015,Gen 94
MOL_02781,COC1CCC(c2cnccc2C=O)C1C(=O)C1CC1,-6.705,-5.962,0.743,-2.5316,Fase 2_Seletividade
MOL_02782,COc1nc(C)c(C)c(C(C)=O)c1C1C(C)CCC1C(C)=O,-6.901,-6.214,0.6869999999999994,-2.5307199999999996,Gen 146
MOL_02783,COc1c(C=CF)cc(C(C)=O)nc1C1C(C)CCC1C(C)=O,-6.939,-6.24,0.6989999999999998,-2.530500000000001,Gen 95
MOL_02784,COC1CCC(c2cnccc2I)C1C(=O)C(N)=O,-6.861,-6.18,0.681,-2.5305,Fase 2_Seletividade
MOL_02785,CC=CC(=O)C1C(C)CCC1c1cnccc1C(=O)OC,-7.291,-6.39,0.901,-2.530000000000002,Fase 1_Lote Inicial
MOL_02786,CC(=O)C1C(C#N)CCC1c1cnccc1C1CC1,-7.024,-6.287,0.737,-2.529255000000001,Fase 2_Seletividade
MOL_02787,COC1CCC(c2cnccc2C(F)F)C1C(=O)C1CC1,-6.754,-6.038,0.716,-2.5274,Fase 2_Seletividade
MOL_02788,CCc1ncc(C2CCC(C)C2C(=O)C(C)C(C)C)c(C(C)=O)c1F,-9.436,-6.805,2.631,-2.5273750000000046,Gen 152
MOL_02789,NC(=O)C1C(CF)CCC1c1cnccc1O,-8.103,-6.589,1.514,-2.527094999999999,Fase 2_Seletividade
MOL_02790,CCOC(=O)C1C(S)CCC1c1cnccc1O,-6.727,-6.0,0.727,-2.527000000000001,Fase 2_Seletividade
MOL_02791,COC1CCC(c2cnccc2O)C1C(=O)C1CCC1,-7.766,-6.518,1.248,-2.5262800000000025,Fase 2_Seletividade
MOL_02792,CCCC(=O)C1C(C)CCC1c1c(C#N)ccnc1C,-6.613,-5.839,0.774,-2.5257000000000005,Fase 4_Mutantes Geração 2
MOL_02793,O=CC1CCC(c2cnccc2O)C1C(=O)C1CC1,-6.719,-5.994,0.725,-2.523200000000001,Fase 2_Seletividade
MOL_02794,CCC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C)c1F,-7.681,-6.499,1.1820000000000004,-2.5226950000000032,Gen 58
MOL_02795,Cc1ccncc1C1CCC(O)C1C(=O)O,-6.673,-5.931,0.742,-2.5213,Fase 2_Seletividade
MOL_02796,CCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CCl,-7.367,-6.418,0.9489999999999998,-2.5152800000000015,Gen 27
MOL_02797,Cc1ccncc1C1CCC(C)C1C(=O)O,-6.69,-5.964,0.726,-2.5152,Fase 2_Seletividade
MOL_02798,CCC(=O)C1C(CC)CCC1c1cnccc1F,-6.707,-5.989,0.718,-2.5147000000000004,Fase 2_Seletividade
MOL_02799,CCC1CCC(c2cnccc2C(C)C)C1C(=O)OC,-6.601,-5.838,0.763,-2.5144,Fase 2_Seletividade
MOL_02800,CCOC(=O)C1C(C#N)CCC1c1cnccc1C(C)C,-6.477,-5.661,0.816,-2.514300000000001,Fase 2_Seletividade
MOL_02801,Nc1ccncc1C1CCC(S)C1C(=O)O,-6.603,-5.842,0.761,-2.5136000000000003,Fase 2_Seletividade
MOL_02802,COc1ccncc1C1CCC(S)C1C(=O)C1CC1,-6.536,-5.748,0.788,-2.5123999999999995,Fase 2_Seletividade
MOL_02803,COC(=O)C1C(O)CCC1c1cnccc1O,-6.645,-5.905,0.74,-2.5115,Fase 2_Seletividade
MOL_02804,CCCCC(=O)C1C(C)CCC1c1c(OC)ncc(O)c1C=CF,-6.984,-6.276,0.7080000000000002,-2.511420000000001,Gen 28
MOL_02805,COc1c(-c2ccnc(C)c2C(=O)C(C)C(C)C)ccnc1C,-6.746,-6.051,0.6950000000000003,-2.510300000000001,Gen 72
MOL_02806,CCCCC(=O)C1C(C)CCC1c1c(C=CF)cc(C2CC2)nc1OC,-8.858,-6.723,2.1350000000000007,-2.5102550000000043,Gen 24
MOL_02807,COC1CCC(c2cnccc2C=O)C1C(N)=O,-6.476,-5.667,0.809,-2.5091000000000006,Fase 2_Seletividade
MOL_02808,O=C(O)C1C(S)CCC1c1cnccc1CF,-6.56,-5.787,0.773,-2.5091,Fase 2_Seletividade
MOL_02809,CCOC(=O)C1C(CF)CCC1c1cnccc1N,-6.523,-5.735,0.788,-2.5084999999999997,Fase 2_Seletividade
MOL_02810,COc1ccncc1C1CCC(S)C1C(=O)C(N)=O,-6.48,-5.676,0.804,-2.5068000000000006,Fase 2_Seletividade
MOL_02811,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC(F)(F)F,-8.575,-6.678,1.897,-2.5064800000000016,Fase 1_Lote Inicial
MOL_02812,CC(F)CC(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.288,-6.628,1.66,-2.505980000000002,Fase 1_Lote Inicial
MOL_02813,CC(=O)C1C(S)CCC1c1cnccc1O,-6.658,-5.933,0.725,-2.504900000000001,Fase 2_Seletividade
MOL_02814,CC(=O)C1C(S)CCC1c1cnccc1C=O,-6.713,-6.012,0.701,-2.504600000000001,Fase 2_Seletividade
MOL_02815,COc1ccncc1C1CCC(O)C1C(=O)C=O,-6.296,-5.417,0.879,-2.5041000000000007,Fase 2_Seletividade
MOL_02816,CCC(C(=O)C1C(C)CCC1c1cnccc1C(N)=O)C(C)C,-8.916,-6.733,2.1830000000000007,-2.503455000000004,Gen 56
MOL_02817,CCC(=O)C1C(C=O)CCC1c1cnccc1C(C)C,-6.385,-5.547,0.838,-2.5021000000000004,Fase 2_Seletividade
MOL_02818,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)(C)C,-7.119,-6.34,0.779,-2.5005000000000006,Fase 1_Lote Inicial
MOL_02819,CCC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C)c1O,-8.906,-6.732,2.1740000000000004,-2.4999800000000016,Gen 47
MOL_02820,CC(C)C(=O)C1C(C#N)CCC1c1cnccc1O,-7.209,-6.373,0.836,-2.499255,Fase 2_Seletividade
MOL_02821,NC(=O)C1C(F)CCC1c1cnccc1I,-7.041,-6.309,0.732,-2.4982950000000006,Fase 2_Seletividade
MOL_02822,COc1cnccc1-c1nc(C)c(C)c(C(C)=O)c1C(=O)C(C)C(C)C,-7.352,-6.419,0.9330000000000008,-2.496895000000003,Gen 162
MOL_02823,N#CC1CCC(c2cnccc2I)C1C(N)=O,-6.815,-6.167,0.648,-2.4966550000000014,Fase 2_Seletividade
MOL_02824,O=C(C1CC1)C1C(S)CCC1c1cnccc1S,-6.425,-5.612,0.813,-2.4966,Fase 2_Seletividade
MOL_02825,CC1CCCC1C(=O)C1CC1c1cnccc1C=CF,-8.165,-6.607,1.558,-2.4958549999999997,Fase 1_Lote Inicial
MOL_02826,CCNC(=O)C1C(CC)CCC1c1cnccc1C(F)F,-8.005,-6.576,1.429,-2.4944200000000043,Fase 2_Seletividade
MOL_02827,CCNC(=O)C1C(C=O)CCC1c1cnccc1OC,-7.057,-6.318,0.739,-2.493280000000002,Fase 2_Seletividade
MOL_02828,CC(C)c1ccncc1C1CCC(C#N)C1C(N)=O,-7.698,-6.51,1.188,-2.493000000000003,Fase 2_Seletividade
MOL_02829,COc1c(C2C(C)CCC2C(C)=O)nc(C)c(C)c1C(=O)CC(C)C,-7.962,-6.568,1.394,-2.4907800000000035,Gen 102
MOL_02830,Cc1cc(NC#N)c(C2CCC(C)C2C(=O)CC(C)C)cn1,-6.695,-6.007,0.6880000000000006,-2.490100000000001,Gen 9
MOL_02831,O=CC1CCC(c2cnccc2C(F)F)C1C(=O)O,-6.517,-5.753,0.764,-2.4899000000000004,Fase 2_Seletividade
MOL_02832,CC(=O)C1C(C#N)CCC1c1cnccc1C(C)C,-6.779,-6.128,0.651,-2.4894,Fase 2_Seletividade
MOL_02833,CC(=O)c1c(C)c(C)nc(O)c1C1CCC(C)C1C(=O)CC(C)C,-6.957,-6.275,0.6819999999999995,-2.486375,Gen 46
MOL_02834,Cc1ccncc1C1CCC(CF)C1C(=O)C(N)=O,-6.89,-6.237,0.653,-2.486255,Fase 2_Seletividade
MOL_02835,CCOC(=O)C1C(OC)CCC1c1cnccc1CF,-6.495,-5.729,0.766,-2.4847,Fase 2_Seletividade
MOL_02836,CC(=O)C1C(S)CCC1c1cnccc1N,-6.473,-5.699,0.774,-2.4837000000000002,Fase 2_Seletividade
MOL_02837,COc1ccncc1C1CCC(C=O)C1C(=O)O,-6.636,-5.936,0.7,-2.4808000000000003,Fase 2_Seletividade
MOL_02838,Nc1ccncc1C1CCC(S)C1C(=O)C=O,-6.447,-5.666,0.781,-2.4808,Fase 2_Seletividade
MOL_02839,CCCCC(=O)C1C(C)CCC1c1c(OC)ncc(C(F)(F)Cl)c1C=CF,-8.522,-6.674,1.848,-2.4773199999999997,Gen 35
MOL_02840,COC1CCC(C)C1c1nc(C)c(C)c(C(C)=O)c1C(=O)CC(C)C,-7.358,-6.427,0.931,-2.475455000000003,Gen 155
MOL_02841,CC(=O)C1CCC(C)C1c1cncc(C(=O)CC(C)C)c1C1CC1,-8.403,-6.654,1.7490000000000006,-2.475120000000002,Gen 67
MOL_02842,CCOC(=O)C1C(CC)CCC1c1cnccc1OC,-6.269,-5.421,0.848,-2.4743000000000004,Fase 2_Seletividade
MOL_02843,O=Cc1ccncc1C1CCC(O)C1C(=O)C1CC1,-6.663,-5.984,0.679,-2.4742000000000006,Fase 2_Seletividade
MOL_02844,COC1CCC(c2cnccc2C)C1C(=O)C1CC1,-6.494,-5.743,0.751,-2.4738999999999995,Fase 2_Seletividade
MOL_02845,CC(=O)C1C(S)CCC1c1cnccc1I,-6.117,-5.205,0.912,-2.4735,Fase 2_Seletividade
MOL_02846,COc1nc(C)c(C2CCC(C)C2C(=O)C(C)C(C)C)c(C(N)=O)c1C,-8.991,-6.749,2.242,-2.4726950000000043,Gen 71
MOL_02847,O=C(O)C(=O)C1C(CF)CCC1c1cnccc1I,-7.393,-6.438,0.955,-2.471680000000002,Fase 2_Seletividade
MOL_02848,CC(C)c1ccncc1C1CCC(S)C1C(N)=O,-7.044,-6.322,0.722,-2.4706800000000007,Fase 2_Seletividade
MOL_02849,COC(=O)C1C(S)CCC1c1cnccc1C1CC1,-6.176,-5.294,0.882,-2.4702000000000006,Fase 2_Seletividade
MOL_02850,COC1CCC(c2cnccc2Br)C1C(=O)C1CC1,-6.423,-5.647,0.776,-2.4701,Fase 2_Seletividade
MOL_02851,CCC1CCC(c2cnccc2I)C1C(=O)NC,-7.015,-6.31,0.705,-2.4700000000000006,Fase 2_Seletividade
MOL_02852,COc1cnc(C)c(C2CCC(C)C2C(=O)C(C)C(C)C)c1C(C)=O,-7.038,-6.321,0.7170000000000005,-2.4670950000000014,Gen 50
MOL_02853,CC(=O)C1CCC(C)C1C(C)=O,-6.599,-5.904,0.6950000000000003,-2.4662000000000006,Gen 53
MOL_02854,CCOC(=O)C1C(O)CCC1c1cnccc1N,-6.844,-6.22,0.624,-2.4655000000000014,Fase 2_Seletividade
MOL_02855,COc1ccncc1C1CCC(C#N)C1C(N)=O,-6.777,-6.16,0.617,-2.464500000000001,Fase 2_Seletividade
MOL_02856,CCNC(=O)C1C(S)CCC1c1cnccc1OC,-6.39,-5.609,0.781,-2.4637,Fase 2_Seletividade
MOL_02857,O=CC1CCC(c2cnccc2I)C1C(=O)C(=O)O,-6.717,-6.077,0.64,-2.4631,Fase 2_Seletividade
MOL_02858,NC(=O)C1C(S)CCC1c1cnccc1CF,-6.736,-6.105,0.631,-2.4624999999999995,Fase 2_Seletividade
MOL_02859,CCNC(=O)C1C(C)CCC1c1cnccc1CC,-7.574,-6.488,1.086,-2.4611799999999997,Fase 2_Seletividade
MOL_02860,CC(C)CC(=O)C1C(C)CCC1c1c(F)nc(Cl)c(Cl)c1C(N)=O,-8.681,-6.703,1.9779999999999989,-2.4598549999999992,Gen 35
MOL_02861,O=C(O)C(=O)C1C(S)CCC1c1cnccc1C1CC1,-7.098,-6.348,0.75,-2.458380000000001,Fase 2_Seletividade
MOL_02862,CCNC(=O)C1C(C=O)CCC1c1cnccc1Br,-6.774,-6.165,0.609,-2.457375,Fase 2_Seletividade
MOL_02863,CC(=O)c1ccncc1C1C(C)CCC1c1cnccc1C1CC1,-7.382,-6.439,0.9429999999999996,-2.4570950000000007,Gen 83
MOL_02864,CCNC(=O)C1C(C)CCC1c1cnccc1I,-6.923,-6.273,0.65,-2.4562550000000014,Fase 2_Seletividade
MOL_02865,CCC1CCC(c2cnccc2C=O)C1C(=O)C=O,-6.39,-5.622,0.768,-2.4546,Fase 2_Seletividade
MOL_02866,CC(C)c1ccncc1C1CCC(C#N)C1C(=O)C1CC1,-7.296,-6.415,0.881,-2.4543750000000015,Fase 2_Seletividade
MOL_02867,CCC1CCC(c2cnccc2I)C1C(C)=O,-6.495,-5.774,0.721,-2.4532000000000007,Fase 2_Seletividade
MOL_02868,CCC(=O)c1ccnc(C)c1-c1cncc(C(C)=O)c1OC,-6.742,-6.127,0.6150000000000002,-2.4531,Gen 80
MOL_02869,CCC(=O)C1C(OC)CCC1c1cnccc1S,-6.295,-5.489,0.806,-2.4527,Fase 2_Seletividade
MOL_02870,CC(=O)c1c(F)c(F)nc(O)c1C1CCC(C)C1C(=O)CC(C)C,-9.354,-6.804,2.549999999999999,-2.4526200000000005,Gen 35
MOL_02871,COc1c(C=CF)cc(C(=O)CC(C)C)nc1C1C(C)CCC1OC,-7.1,-6.351,0.7489999999999997,-2.4522950000000012,Gen 95
MOL_02872,COc1cncc(C2CCC(C)C2C(=O)C(C)C(C)C)c1C(N)=O,-9.389,-6.809,2.579999999999999,-2.451295,Gen 145
MOL_02873,CCC(=O)C1C(O)CCC1c1cnccc1N,-7.888,-6.561,1.327,-2.4506950000000014,Fase 3_Super Elite
MOL_02874,CCNC(=O)C1C(F)CCC1c1cnccc1C=O,-7.604,-6.498,1.106,-2.449880000000001,Fase 2_Seletividade
MOL_02875,COc1cnccc1-c1cnccc1-c1cnccc1C(=O)CC(C)C,-7.413,-6.45,0.963,-2.4480000000000013,Gen 158
MOL_02876,CCOC(=O)C1C(C=O)CCC1c1cnccc1S,-6.12,-5.246,0.874,-2.4478,Fase 2_Seletividade
MOL_02877,COC(=O)C1C(O)CCC1c1cnccc1C,-6.689,-6.059,0.63,-2.4477,Fase 2_Seletividade
MOL_02878,CCNC(=O)C1C(F)CCC1c1cnccc1C1CC1,-7.403,-6.448,0.955,-2.445379999999999,Fase 2_Seletividade
MOL_02879,O=C(O)C(=O)C1C(O)CCC1c1cnccc1C1CC1,-8.093,-6.603,1.49,-2.444855000000003,Fase 2_Seletividade
MOL_02880,N#CC1CCC(c2cnccc2F)C1C(=O)C1CCC1,-7.574,-6.492,1.082,-2.4447800000000015,Fase 2_Seletividade
MOL_02881,CCC(=O)c1c(C2CC2)cncc1C1CCC(C)C1C(N)=O,-9.573,-6.835,2.7380000000000004,-2.4423750000000037,Gen 45
MOL_02882,CCNC(=O)C1C(S)CCC1c1cnccc1I,-6.394,-5.646,0.748,-2.4418000000000006,Fase 2_Seletividade
MOL_02883,CCOC(=O)C1C(S)CCC1c1cnccc1F,-6.545,-5.864,0.681,-2.4402,Fase 2_Seletividade
MOL_02884,CC(C)C(=O)C1C(N)CCC1c1cnccc1C=O,-7.076,-6.347,0.729,-2.4390549999999998,Fase 2_Seletividade
MOL_02885,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C(F)(F)F)c1C1CC1,-9.316,-6.801,2.515000000000001,-2.436295000000002,Gen 41
MOL_02886,CNC(=O)C1C(OC)CCC1c1cnccc1C(C)C,-6.764,-6.178,0.586,-2.435480000000001,Fase 2_Seletividade
MOL_02887,CNC(=O)C1C(N)CCC1c1cnccc1F,-7.218,-6.397,0.821,-2.435055,Fase 2_Seletividade
MOL_02888,COc1c(-c2c(C)c(C)nc(C(C)=O)c2C(=O)CC(C)C)ccnc1C,-6.84,-6.238,0.6019999999999994,-2.43468,Gen 139
MOL_02889,CCNC(=O)C1C(CF)CCC1c1cnccc1C(C)C,-7.399,-6.45,0.949,-2.434000000000001,Fase 2_Seletividade
MOL_02890,CNC(=O)C1C(N)CCC1c1cnccc1S,-6.767,-6.183,0.584,-2.4334550000000013,Fase 2_Seletividade
MOL_02891,N#CC1CCC(c2cnccc2CF)C1C(=O)O,-6.491,-5.797,0.694,-2.4331000000000005,Fase 2_Seletividade
MOL_02892,CC1CCC(c2cnccc2C=O)C1C(=O)CC1CCC1F,-7.178,-6.385,0.793,-2.432375000000002,Fase 1_Lote Inicial
MOL_02893,COC1CCC(c2cnccc2C2CC2)C1C(=O)C(=O)O,-6.904,-6.276,0.628,-2.431420000000001,Fase 2_Seletividade
MOL_02894,CCc1ccncc1C1CCC(S)C1C(=O)O,-6.475,-5.777,0.698,-2.4311,Fase 2_Seletividade
MOL_02895,CC(=O)c1cnccc1-c1cnccc1C(=O)C(C)C(C)C,-6.487,-5.796,0.6909999999999998,-2.4298,Gen 70
MOL_02896,CCCCC(=O)C1C(C)CCC1c1c(OC)nc(OCC)c(F)c1C=CF,-7.54,-6.488,1.0519999999999996,-2.42718,Gen 31
MOL_02897,COc1ncc(C2CCC(C)C2C(=O)C(C)C(C)C)c(C(N)=O)c1C1CC1,-8.69,-6.71,1.9799999999999995,-2.4250000000000016,Gen 75
MOL_02898,COc1ccncc1C1CCC(S)C1C(=O)C(=O)O,-6.586,-5.946,0.64,-2.423800000000001,Fase 2_Seletividade
MOL_02899,NC(=O)C1C(C=O)CCC1c1cnccc1CF,-7.072,-6.352,0.72,-2.4215800000000005,Fase 2_Seletividade
MOL_02900,CCNC(=O)C1C(OC)CCC1c1cnccc1S,-6.391,-5.672,0.719,-2.4206000000000003,Fase 2_Seletividade
MOL_02901,CNC(=O)C1C(C=O)CCC1c1cnccc1C(F)F,-7.101,-6.363,0.738,-2.4200549999999996,Fase 2_Seletividade
MOL_02902,CCNC(=O)C1C(C=O)CCC1c1cnccc1CC,-6.781,-6.207,0.574,-2.419855,Fase 2_Seletividade
MOL_02903,COC1CCC(c2cnccc2C=O)C1C(C)=O,-6.29,-5.531,0.759,-2.4183000000000003,Fase 2_Seletividade
MOL_02904,COc1ncc(F)c(C=CF)c1C1CCC(C)C1C(N)=O,-8.795,-6.728,2.067,-2.4149800000000043,Gen 27
MOL_02905,COC1CCC(c2cnccc2O)C1C(N)=O,-6.631,-6.023,0.608,-2.414900000000001,Fase 2_Seletividade
MOL_02906,CCNC(=O)C1C(N)CCC1c1cnccc1CC,-6.61,-5.993,0.617,-2.4149000000000003,Fase 2_Seletividade
MOL_02907,CCOC(=O)C1C(CC)CCC1c1cnccc1CC,-6.174,-5.371,0.803,-2.4143000000000003,Fase 2_Seletividade
MOL_02908,CCC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(O)c1O,-6.705,-6.131,0.5739999999999998,-2.4133000000000004,Gen 135
MOL_02909,CCCC(=O)C1C(N)CCC1c1cnccc1N,-6.477,-5.806,0.671,-2.4128000000000007,Fase 2_Seletividade
MOL_02910,CNC(=O)C1C(CF)CCC1c1cnccc1Br,-8.022,-6.596,1.426,-2.4102200000000016,Fase 2_Seletividade
MOL_02911,O=CC1CCC(c2cnccc2Br)C1C(=O)C1CCC1,-6.374,-5.663,0.711,-2.4099,Fase 2_Seletividade
MOL_02912,CCCCC(=O)C1C(C)CCC1c1c(OC)nc(C(F)(F)F)c(F)c1C=CF,-9.304,-6.803,2.5010000000000003,-2.409855000000004,Gen 37
MOL_02913,CCNC(=O)C1C(S)CCC1c1cnccc1C(F)F,-6.893,-6.282,0.611,-2.408480000000001,Fase 2_Seletividade
MOL_02914,CC(=O)c1c(C2C(C)CCC2C(=O)C(C)C(C)C)ccnc1C,-7.021,-6.338,0.6829999999999998,-2.407680000000001,Gen 89
MOL_02915,N#CC1CCC(c2cnccc2S)C1C(=O)C=O,-6.384,-5.682,0.702,-2.4066000000000005,Fase 2_Seletividade
MOL_02916,N#CC1CCC(c2cnccc2Br)C1C(N)=O,-6.891,-6.282,0.609,-2.406480000000001,Fase 2_Seletividade
MOL_02917,C=Cc1ccncc1C1CCC(OC)C1C(=O)CCC,-6.283,-5.541,0.742,-2.4043000000000005,Fase 1_Lote Inicial
MOL_02918,CCC(CC)C(=O)C1C(C)CCC1c1c(C#N)ccnc1C(F)(F)F,-6.926,-6.3,0.6260000000000003,-2.403500000000002,Gen 17
MOL_02919,COc1nc(C)c(C)c(C(=O)CC(C)C)c1OC,-8.067,-6.606,1.4610000000000003,-2.403120000000003,Gen 102
MOL_02920,CCOC(=O)C1C(C#N)CCC1c1cnccc1C#N,-6.306,-5.576,0.73,-2.4028000000000005,Fase 2_Seletividade
MOL_02921,CCc1ccncc1C1CCC(F)C1C(=O)C(=O)O,-8.098,-6.612,1.486,-2.4023800000000017,Fase 2_Seletividade
MOL_02922,CC(=O)C1C(N)CCC1c1cnccc1C(F)F,-6.825,-6.249,0.576,-2.401695000000001,Fase 2_Seletividade
MOL_02923,COC(=O)C1C(OC)CCC1c1cnccc1OC,-6.521,-5.886,0.635,-2.4008000000000003,Fase 2_Seletividade
MOL_02924,CCC(=O)c1nc(C)c(C)c(C2CCC(C)C2OC)c1C(N)=O,-9.081,-6.773,2.308,-2.3992550000000037,Gen 99
MOL_02925,CC(C)C(=O)C1C(S)CCC1c1cnccc1N,-6.595,-5.996,0.599,-2.3977999999999993,Fase 2_Seletividade
MOL_02926,COc1ccncc1-c1c(O)nc(C)c(O)c1OC,-6.59,-5.989,0.601,-2.3977000000000004,Gen 135
MOL_02927,CNC(=O)C1C(O)CCC1c1cnccc1N,-7.301,-6.433,0.868,-2.3974550000000017,Fase 2_Seletividade
MOL_02928,COC1CCC(c2cnccc2S)C1C(C)=O,-6.071,-5.248,0.823,-2.3973999999999998,Fase 2_Seletividade
MOL_02929,CCCC(C)C(=O)C1C(C)CCC1c1c(C=CF)cc(OC)nc1OC,-7.409,-6.463,0.9459999999999996,-2.395055000000001,Gen 28
MOL_02930,C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)(C)C,-6.684,-6.128,0.556,-2.3944,Fase 1_Lote Inicial
MOL_02931,COc1cc(C=CF)c(C2C(C)CCC2C(C)=O)c(C(C)=O)n1,-6.846,-6.265,0.5810000000000004,-2.394375000000001,Gen 142
MOL_02932,COC1CCC(C)C1c1cc(C=CF)c(C(C)=O)c(C(=O)CC(C)C)n1,-7.944,-6.584,1.3600000000000003,-2.3934200000000034,Gen 167
MOL_02933,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C)c1F,-8.02,-6.599,1.4209999999999994,-2.392695,Gen 30
