ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_00979,COc1cc(C=CF)c(C2C(C)CCC2C(=O)CC(C)C)c(OC)n1,-8.105,-6.257,1.8480000000000008,-3.667855000000002,Gen 142
MOL_00980,COc1ccncc1C1CCC(C#N)C1C(=O)C1CCC1,-8.005,-6.187,1.818,-3.667255000000001,Fase 2_Seletividade
MOL_00981,CCc1ccncc1C1CCC(O)C1C(C)=O,-7.851,-5.977,1.874,-3.6670999999999996,Fase 2_Seletividade
MOL_00982,CCCC(=O)C1CCCC1(C)Cc1cnccc1N=[N+]=[N-],-7.554,-5.555,1.999,-3.6655000000000006,Fase 1_Lote Inicial
MOL_00983,CCc1nc(OC)c(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1OC,-8.13,-6.272,1.8580000000000003,-3.665180000000001,Gen 156
MOL_00984,CCC(=O)c1ccnc(C)c1C(=O)CC,-7.153,-4.983,2.17,-3.6649,Gen 80
MOL_00985,CCC(=O)C1C(C)CCC1c1cnccc1C1CO1,-7.95,-6.122,1.828,-3.664600000000001,Fase 1_Lote Inicial
MOL_00986,Nc1ccncc1C1CCC(O)C1C(=O)C1CC1,-7.997,-6.182,1.815,-3.66448,Fase 2_Seletividade
MOL_00987,CC=CC(=O)C1C(C)CCC1c1cnccc1CF,-7.82,-5.937,1.883,-3.6641000000000004,Fase 1_Lote Inicial
MOL_00988,CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)ncc(F)c1C#N,-9.365,-6.613,2.752,-3.6640549999999994,Gen 17
MOL_00989,CCCC(=O)C1C(C)CCC1c1cnc(C)c(C(F)(F)F)c1C#N,-8.555,-6.43,2.125,-3.6620000000000017,Gen 18
MOL_00990,CC(=O)C1C(C)CCC1c1cnccc1CF,-7.865,-6.006,1.859,-3.6608,Fase 2_Seletividade
MOL_00991,CC(C)C(=O)C1C(CF)CCC1c1cnccc1C#N,-7.924,-6.091,1.833,-3.6603000000000003,Fase 2_Seletividade
MOL_00992,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C(N)=O,-9.068,-6.555,2.513,-3.6593750000000025,Gen 12
MOL_00993,CCC1CCC(c2cnccc2N)C1C(=O)C(C)C,-7.761,-5.861,1.9,-3.6583000000000006,Fase 2_Seletividade
MOL_00994,CC(=O)c1nc(C(=O)CC(C)C)cc(C=CF)c1C(=O)C(C)C(C)C,-8.846,-6.506,2.34,-3.6581200000000003,Gen 144
MOL_00995,CC1CCC(c2cnccc2C=O)C1C(=O)C=O,-7.695,-5.767,1.928,-3.6581,Fase 2_Seletividade
MOL_00996,COC(=O)C1C(CF)CCC1c1cnccc1C(F)F,-7.866,-6.013,1.853,-3.6569000000000003,Fase 3_Super Elite
MOL_00997,Cc1ccncc1C1CCC(S)C1C(=O)C1CCC1,-7.954,-6.139,1.815,-3.6567,Fase 2_Seletividade
MOL_00998,CC1CCC(c2cnccc2N)C1C(=O)C1CCC1,-8.237,-6.325,1.912,-3.6563750000000006,Fase 2_Seletividade
MOL_00999,CCC(C)CC(=O)C1C(C)CCC1c1cnccc1C(C)=O,-8.999,-6.541,2.458,-3.655895000000001,Fase 5_Híbridos Geração 3
MOL_01000,COc1nc(C)c(C)c(C(=O)CCC(C)C)c1OC,-8.26,-6.335,1.925,-3.654375000000001,Gen 143
MOL_01001,CC1CCC(c2cnccc2O)C1C(=O)O,-8.049,-6.232,1.817,-3.6529799999999994,Fase 2_Seletividade
MOL_01002,CC1CCC(c2cnccc2N)C1C(=O)C=O,-7.743,-5.843,1.9,-3.6529000000000007,Fase 2_Seletividade
MOL_01003,CCC(=O)c1c(C(C)=O)nc(C)c(C)c1C1C(C)CCC1OC,-8.014,-6.207,1.8069999999999995,-3.6528549999999997,Gen 94
MOL_01004,Cc1ccncc1C1CCC(C)C1C(=O)C1CC1,-8.022,-6.214,1.808,-3.65172,Fase 2_Seletividade
MOL_01005,Nc1ccncc1C1CCC(C=O)C1C(=O)C1CCC1,-7.968,-6.165,1.803,-3.651375,Fase 2_Seletividade
MOL_01006,O=CC(=O)C1C(CF)CCC1c1cnccc1CF,-7.781,-5.9,1.881,-3.651,Fase 2_Seletividade
MOL_01007,CCC(=O)C1C(C#N)CCC1c1cnccc1C,-7.776,-5.893,1.883,-3.6509,Fase 2_Seletividade
MOL_01008,CC(=O)C1C(F)CCC1c1cnccc1C,-8.182,-6.304,1.878,-3.650620000000001,Fase 2_Seletividade
MOL_01009,CCC(=O)C1C(CF)CCC1c1cnccc1CF,-7.747,-5.854,1.893,-3.6492000000000004,Fase 2_Seletividade
MOL_01010,CCC(=O)C1C(C)CCC1c1cncc(C(C)=O)c1C(=O)CC(C)C,-9.095,-6.563,2.532000000000001,-3.648055000000004,Gen 51
MOL_01011,Cc1ccncc1C1CCC(C)C1C(=O)C=O,-7.738,-5.844,1.894,-3.6472000000000007,Fase 2_Seletividade
MOL_01012,CCCC(=O)C1C(F)CCC1c1cnccc1C,-7.895,-6.07,1.825,-3.646,Fase 2_Seletividade
MOL_01013,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C)c1C1CC1,-7.773,-5.896,1.877,-3.6458000000000004,Gen 41
MOL_01014,COc1ccncc1C1CCC(CF)C1C(=O)C1CC1,-7.74,-5.849,1.891,-3.6457000000000006,Fase 2_Seletividade
MOL_01015,CC(=O)c1c(C)cncc1C1CCC(C)C1C(N)=O,-8.549,-6.433,2.116,-3.645455000000001,Gen 133
MOL_01016,CC1CCC(c2cnccc2S)C1C(=O)C1CC1,-7.887,-6.06,1.827,-3.6450000000000005,Fase 2_Seletividade
MOL_01017,CC(=O)C1CCC(C)C1C(=O)C(C)C(C)C,-7.617,-5.675,1.942,-3.6445000000000003,Gen 53
MOL_01018,CCCC(=O)C1C(O)CCC1c1cnccc1C=NO,-7.484,-5.485,1.999,-3.6445,Fase 1_Lote Inicial
MOL_01019,CCCC(=O)C1C(O)CCC1c1cnccc1C#N,-7.607,-5.662,1.945,-3.6436000000000006,Fase 1_Lote Inicial
MOL_01020,CCC(C)C(=O)C1C(C)CCC1c1cnccc1NC#N,-8.05,-6.239,1.811,-3.6430950000000015,Fase 1_Lote Inicial
MOL_01021,CCOC(=O)C1C(CC)CCC1c1cnccc1N,-7.678,-5.766,1.912,-3.6418,Fase 2_Seletividade
MOL_01022,CCCC(=O)C1C(C=O)CCC1c1cnccc1N,-7.551,-5.585,1.966,-3.6415000000000006,Fase 2_Seletividade
MOL_01023,CCOc1c(O)ncc(C2CCC(C)C2C(=O)CC(C)C)c1C(C)=O,-8.346,-6.372,1.974,-3.6391800000000014,Gen 56
MOL_01024,Cc1ccncc1C1CCC(O)C1C(=O)C=O,-7.899,-6.086,1.813,-3.6388,Fase 2_Seletividade
MOL_01025,N#CC1CCC(c2cnccc2I)C1C(=O)C1CC1,-7.692,-5.793,1.899,-3.6369000000000007,Fase 2_Seletividade
MOL_01026,COC(=O)C1C(F)CCC1c1cnccc1C(F)F,-7.924,-6.125,1.799,-3.6365000000000007,Fase 3_Super Elite
MOL_01027,CNC(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-8.337,-6.371,1.966,-3.633095,Fase 2_Seletividade
MOL_01028,Cc1nc(O)c(C2CCC(C)C2C(N)=O)c(C#N)c1C1CC1,-8.483,-6.418,2.0650000000000004,-3.631280000000002,Gen 25
MOL_01029,O=Cc1ccncc1C1CCC(C=O)C1C(=O)C1CCC1,-7.801,-5.957,1.844,-3.631100000000001,Fase 2_Seletividade
MOL_01030,CC(=O)C1C(C)CCC1c1cnccc1C=O,-7.613,-5.689,1.924,-3.6307000000000005,Fase 2_Seletividade
MOL_01031,C=CCC(=O)C1C(C)CCC1c1cnccc1C1CO1,-8.022,-6.23,1.792,-3.6290000000000004,Fase 1_Lote Inicial
MOL_01032,CC(=O)c1c(O)c(O)nc(C)c1C1CCC(C)C1C(=O)CC(C)C,-8.415,-6.398,2.0169999999999995,-3.6288800000000014,Gen 119
MOL_01033,CC(=O)C1C(CF)CCC1c1cnccc1F,-7.615,-5.695,1.92,-3.6285000000000003,Fase 2_Seletividade
MOL_01034,CC1CCC(c2cnccc2O)C1C(=O)C=O,-7.687,-5.798,1.889,-3.6284,Fase 2_Seletividade
MOL_01035,CCC(=O)C1C(C)CCC1c1cnccc1S,-7.618,-5.701,1.917,-3.627300000000001,Fase 2_Seletividade
MOL_01036,CC(=O)c1ccncc1-c1cnccc1C(=O)CCC(C)C,-8.815,-6.506,2.309,-3.6271199999999997,Gen 64
MOL_01037,CC1CCC(c2cnccc2C2CC2)C1C(=O)C(N)=O,-8.819,-6.507,2.312,-3.6268550000000044,Fase 3_Super Elite
MOL_01038,CC(=O)C1C(F)CCC1c1cnccc1C1CC1,-7.872,-6.065,1.807,-3.6265,Fase 2_Seletividade
MOL_01039,CCC(=O)C1C(F)CCC1c1cnccc1C=O,-7.902,-6.109,1.793,-3.6257,Fase 1_Lote Inicial
MOL_01040,CCC(=O)c1c(F)c(F)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C,-8.932,-6.533,2.399,-3.6254550000000005,Gen 37
MOL_01041,CC1CCC(c2cnccc2C#N)C1C(=O)C1CC1,-7.728,-5.861,1.867,-3.6253,Fase 3_Super Elite
MOL_01042,CCOC(=O)C1C(C)CCC1c1cnccc1OC,-7.427,-5.431,1.996,-3.6252999999999997,Fase 2_Seletividade
MOL_01043,CCOC(=O)C1C(N)CCC1c1cnccc1C,-7.701,-5.824,1.877,-3.6242,Fase 2_Seletividade
MOL_01044,CC1CCC(c2cnccc2C#CF)C1C(=O)CC(F)(F)F,-7.758,-5.906,1.852,-3.6238,Fase 1_Lote Inicial
MOL_01045,CC1CCC(c2cnccc2C=NO)C1C(=O)CC1CC1,-7.865,-6.059,1.806,-3.6237000000000004,Fase 1_Lote Inicial
MOL_01046,CCC(=O)c1cncc(C2C(C)CCC2C(C)=O)c1C(=O)CC(C)C,-8.581,-6.448,2.132999999999999,-3.623379999999999,Gen 67
MOL_01047,CCC1CCC(c2cnccc2C)C1C(=O)C(=O)O,-7.891,-6.097,1.794,-3.6231,Fase 2_Seletividade
MOL_01048,COC1CCC(c2cnccc2C#N)C1C(N)=O,-7.81,-5.982,1.828,-3.6225999999999994,Fase 2_Seletividade
MOL_01049,Cc1cc(C=NO)c(C2CCC(C)C2C(N)=O)cn1,-7.724,-5.86,1.864,-3.622,Fase 5_Híbridos Geração 3
MOL_01050,CCC(=O)C1C(N)CCC1c1cnccc1F,-7.939,-6.166,1.773,-3.6215199999999994,Fase 2_Seletividade
MOL_01051,COC(=O)C1C(C)CCC1c1cnccc1Br,-7.498,-5.538,1.96,-3.6214000000000004,Fase 3_Super Elite
MOL_01052,CCOC(=O)C1C(CC)CCC1c1cnccc1I,-7.528,-5.583,1.945,-3.6199,Fase 2_Seletividade
MOL_01053,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)C(C)C,-7.803,-5.976,1.827,-3.6198000000000006,Fase 1_Lote Inicial
MOL_01054,CC(=O)c1c(F)c(Cl)nc(OC(C)C)c1C1CCC(C)C1C(=O)CC(C)C,-9.369,-6.622,2.747,-3.6196800000000025,Gen 40
MOL_01055,COc1ccnc(C)c1C1C(C)CCC1c1ccnc(C)c1C(C)=O,-9.145,-6.579,2.566,-3.6194950000000023,Gen 93
MOL_01056,O=C(O)C1C(CF)CCC1c1cnccc1F,-7.869,-6.071,1.798,-3.6193,Fase 2_Seletividade
MOL_01057,CC=CC(=O)C1C(F)CCC1c1cnccc1CF,-8.392,-6.394,1.998,-3.61852,Fase 1_Lote Inicial
MOL_01058,COC(=O)C1C(C=O)CCC1c1cnccc1C,-7.569,-5.644,1.925,-3.6182000000000003,Fase 2_Seletividade
MOL_01059,CC(=O)C1C(CF)CCC1c1cnccc1Br,-7.607,-5.7,1.907,-3.6170000000000004,Fase 2_Seletividade
MOL_01060,CCC(F)C(=O)C1C(C)CCC1c1cnccc1C1CO1,-7.645,-5.758,1.887,-3.6144,Fase 1_Lote Inicial
MOL_01061,CC1CCCC1C(=O)C1CC1c1cnccc1C1CC1,-7.723,-5.87,1.853,-3.614,Fase 1_Lote Inicial
MOL_01062,CC1CCC(c2cnccc2F)C1C(=O)C1CC1,-8.044,-6.253,1.791,-3.613855000000001,Fase 3_Super Elite
MOL_01063,COc1ccncc1C1CCC(O)C1C(=O)C(C)C,-7.835,-6.031,1.804,-3.6133000000000006,Fase 2_Seletividade
MOL_01064,CCCC(=O)C1C(O)CCC1c1cnccc1CF,-7.87,-6.082,1.788,-3.6126000000000005,Fase 1_Lote Inicial
MOL_01065,CCC1CCC(c2cnccc2O)C1C(=O)C=O,-7.661,-5.787,1.874,-3.6101,Fase 2_Seletividade
MOL_01066,Cc1ccncc1C1CCC(CF)C1C(=O)C(C)C,-7.764,-5.935,1.829,-3.6095000000000006,Fase 2_Seletividade
MOL_01067,CCC(=O)C1C(F)CCC1c1cnccc1Br,-7.824,-6.021,1.803,-3.6093,Fase 3_Super Elite
MOL_01068,CCCC(=O)C1C(F)CCC1c1cnccc1C=CF,-7.569,-5.657,1.912,-3.6091,Fase 1_Lote Inicial
MOL_01069,CC(=O)C1C(C)CCC1c1cnccc1C,-7.639,-5.761,1.878,-3.6063,Fase 2_Seletividade
MOL_01070,COc1cncc(C(=O)C(C)C(C)C)c1C1C(C)CCC1OC,-7.67,-5.806,1.864,-3.6058000000000003,Gen 79
MOL_01071,CCc1ccncc1C1CCC(OC)C1C(N)=O,-7.762,-5.938,1.824,-3.6054000000000004,Fase 2_Seletividade
MOL_01072,CC(=O)C1C(F)CCC1c1cnccc1C(F)F,-7.889,-6.121,1.768,-3.6043000000000003,Fase 2_Seletividade
MOL_01073,CC(=O)c1cnccc1C(=O)CCC(C)C,-7.427,-5.461,1.9659999999999995,-3.6043,Gen 64
MOL_01074,CNC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-8.668,-6.476,2.192,-3.6034200000000007,Fase 2_Seletividade
MOL_01075,CC(=O)c1ccnc(F)c1C1CCC(C)C1C(=O)C(C)C(C)C,-8.441,-6.414,2.027000000000001,-3.6027200000000024,Gen 37
MOL_01076,CCC(=O)C1C(S)CCC1c1cnccc1C1CC1,-7.459,-5.509,1.95,-3.6026999999999996,Fase 2_Seletividade
MOL_01077,CC1CCC(c2cnccc2Br)C1C(=O)C(=O)O,-7.912,-6.156,1.756,-3.60262,Fase 2_Seletividade
MOL_01078,COc1c(C)ncc(C2CCC(C)C2C(=O)CC(C)C)c1C(N)=O,-8.571,-6.451,2.12,-3.6022950000000025,Gen 77
MOL_01079,CCC1CCC(c2cnccc2N)C1C(=O)OC,-7.612,-5.729,1.883,-3.6017,Fase 2_Seletividade
MOL_01080,COC1C(C)CCC1c1cc(C=CF)c(C(C)=O)c(C(C)=O)n1,-8.619,-6.464,2.155,-3.6012199999999996,Gen 97
MOL_01081,CC(C)C(=O)C1C(C)CCC1c1cnccc1C=CF,-8.726,-6.491,2.235,-3.600895000000004,Fase 1_Lote Inicial
MOL_01082,Cc1ccncc1C1CCC(F)C1C(=O)C(C)C,-7.485,-5.552,1.933,-3.5986000000000007,Fase 2_Seletividade
MOL_01083,Cc1ccncc1C1CCC(C=O)C1C(=O)C1CCC1,-8.323,-6.378,1.945,-3.5984800000000012,Fase 2_Seletividade
MOL_01084,CCC(=O)C1C(S)CCC1c1cnccc1N,-7.365,-5.381,1.984,-3.5983000000000005,Fase 2_Seletividade
MOL_01085,CCC1CCC(c2cnccc2OC)C1C(=O)C1CC1,-7.935,-6.189,1.746,-3.5950949999999997,Fase 2_Seletividade
MOL_01086,O=CC1CCC(c2cnccc2F)C1C(=O)O,-7.838,-6.063,1.775,-3.5939000000000005,Fase 2_Seletividade
MOL_01087,CCOC(=O)C1C(CF)CCC1c1cnccc1S,-7.42,-5.466,1.954,-3.5938,Fase 2_Seletividade
MOL_01088,COC1CCC(c2cnccc2CF)C1C(=O)O,-7.735,-5.917,1.818,-3.5931000000000006,Fase 2_Seletividade
MOL_01089,C=Cc1ccncc1C1CCC(O)C1C(=O)CCC,-7.742,-5.929,1.813,-3.5917000000000003,Fase 1_Lote Inicial
MOL_01090,CCOC(=O)C1C(F)CCC1c1cnccc1C(F)F,-7.926,-6.185,1.741,-3.5903750000000008,Fase 2_Seletividade
MOL_01091,COC(=O)C1C(S)CCC1c1cnccc1F,-7.404,-5.449,1.955,-3.5897,Fase 2_Seletividade
MOL_01092,O=Cc1ccncc1C1CCC(C=O)C1C(=O)C1CC1,-7.805,-6.023,1.782,-3.5889000000000006,Fase 2_Seletividade
MOL_01093,CCC(=O)C1C(C)CCC1c1cnccc1Br,-7.846,-6.082,1.764,-3.5886000000000005,Fase 3_Super Elite
MOL_01094,COc1ccncc1C1CCC(S)C1C(=O)C(C)C,-7.703,-5.878,1.825,-3.5884,Fase 2_Seletividade
MOL_01095,CC(=O)c1c(C2CCC(C)C2C(=O)C(C)C(C)C)cnc(Cl)c1F,-9.897,-6.717,3.1800000000000006,-3.587655000000005,Gen 38
MOL_01096,NC(=O)C1C(CF)CCC1c1cnccc1C(F)F,-7.797,-6.014,1.783,-3.5872,Fase 2_Seletividade
MOL_01097,COC(=O)C1C(C=O)CCC1c1cnccc1C#N,-7.54,-5.647,1.893,-3.5871,Fase 2_Seletividade
MOL_01098,CC(C)c1ccncc1C1CCC(N)C1C(N)=O,-8.165,-6.324,1.841,-3.5868200000000012,Fase 2_Seletividade
MOL_01099,CC(C)CC(=O)C1C(C)CCC1c1cnccc1N=[N+]=[N-],-8.229,-6.349,1.88,-3.5866949999999997,Fase 1_Lote Inicial
MOL_01100,COc1c(C=CF)cc(C(=O)CC(C)C)nc1C1CCC(C)C1C(C)=O,-9.383,-6.631,2.751999999999999,-3.5844949999999995,Gen 68
MOL_01101,COc1nc(C)c(C)c(C(C)=O)c1C(C)=O,-7.146,-5.088,2.058,-3.5844,Gen 146
MOL_01102,C=CCC(=O)C1C(F)CCC1c1cnccc1CF,-7.686,-5.86,1.826,-3.5839999999999996,Fase 1_Lote Inicial
MOL_01103,CC=CC(=O)C1C(C)CCC1c1cnccc1C#N,-7.702,-5.883,1.819,-3.5839,Fase 1_Lote Inicial
MOL_01104,C=Cc1ccncc1C1CCC(CC)C1C(=O)CCC,-7.305,-5.316,1.989,-3.5838,Fase 1_Lote Inicial
MOL_01105,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1C(F)F,-7.881,-6.14,1.741,-3.583000000000001,Fase 2_Seletividade
MOL_01106,O=CC(=O)C1C(F)CCC1c1cnccc1O,-7.634,-5.788,1.846,-3.5824000000000007,Fase 2_Seletividade
MOL_01107,COC1CCC(C)C1c1c(C(=O)CCC(C)C)ccnc1C,-8.116,-6.305,1.811,-3.5823750000000016,Gen 116
MOL_01108,CCC1CCC(c2cnccc2CF)C1C(=O)OC,-7.612,-5.757,1.855,-3.5821000000000005,Fase 2_Seletividade
MOL_01109,O=C(O)C1C(S)CCC1c1cnccc1C1CC1,-7.463,-5.547,1.916,-3.5801000000000007,Fase 2_Seletividade
MOL_01110,O=C(O)C1C(F)CCC1c1cnccc1C1CC1,-7.908,-6.178,1.73,-3.579480000000001,Fase 2_Seletividade
MOL_01111,CCOC(=O)C1C(C)CCC1c1cnccc1C(F)F,-7.817,-6.054,1.763,-3.5792,Fase 2_Seletividade
MOL_01112,CC(=O)c1ccncc1C1C(C)CCC1C(=O)CC(C)C,-8.434,-6.419,2.015,-3.578895000000002,Gen 65
MOL_01113,CCCC(=O)C1C(F)CCC1c1cnccc1C1CO1,-7.582,-5.719,1.863,-3.5786999999999995,Fase 1_Lote Inicial
MOL_01114,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1N=[N+]=[N-],-8.76,-6.505,2.255,-3.5763750000000023,Fase 1_Lote Inicial
MOL_01115,CCc1ccncc1C1CCC(C#N)C1C(C)=O,-7.735,-5.941,1.794,-3.5763000000000007,Fase 2_Seletividade
MOL_01116,CCOC(=O)C1C(OC)CCC1c1cnccc1C#N,-7.481,-5.579,1.902,-3.5757000000000003,Fase 2_Seletividade
MOL_01117,CCC(=O)C1C(C)CCC1c1cnccc1C1CC1,-8.288,-6.374,1.914,-3.5753200000000023,Fase 1_Lote Inicial
MOL_01118,CC(F)CC(=O)C1C(C)CCC1c1cnccc1C#CF,-7.568,-5.704,1.864,-3.5752,Fase 1_Lote Inicial
MOL_01119,CCOC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-7.745,-5.957,1.788,-3.575100000000001,Fase 2_Seletividade
MOL_01120,CCC(=O)C1C(F)CCC1c1cnccc1C,-7.634,-5.799,1.835,-3.5747,Fase 2_Seletividade
MOL_01121,COC(=O)C1C(C=O)CCC1c1cnccc1C=O,-7.454,-5.544,1.91,-3.5732000000000004,Fase 2_Seletividade
MOL_01122,CCC(=O)C1C(F)CCC1c1cnccc1I,-7.848,-6.107,1.741,-3.5731,Fase 3_Super Elite
MOL_01123,CC1CCCC1C(=O)C1CC1c1cnccc1C=O,-7.642,-5.815,1.827,-3.5715000000000003,Fase 1_Lote Inicial
MOL_01124,CCc1ccncc1C1CCC(C=O)C1C(=O)C1CCC1,-8.054,-6.281,1.773,-3.5714950000000023,Fase 2_Seletividade
MOL_01125,CC(C)c1ccncc1C1CCC(C=O)C1C(=O)C1CC1,-7.618,-5.781,1.837,-3.571300000000001,Fase 2_Seletividade
MOL_01126,CC(=O)c1c(O)nc(C)c(O)c1C1C(C)CCC1C(=O)CCC(C)C,-8.909,-6.54,2.3690000000000007,-3.5705000000000027,Gen 153
MOL_01127,CCc1ccncc1C1CCC(C)C1C(=O)C1CC1,-7.647,-5.824,1.823,-3.5702000000000007,Fase 2_Seletividade
MOL_01128,Cc1ccncc1C1CCC(N)C1C(=O)C1CC1,-7.807,-6.053,1.754,-3.5699000000000005,Fase 2_Seletividade
MOL_01129,COc1cnccc1-c1c(O)nc(C)c(O)c1OC,-7.6,-5.758,1.842,-3.5694,Gen 135
MOL_01130,CC(=O)C1C(N)CCC1c1cnccc1C(C)C,-7.609,-5.772,1.837,-3.5686,Fase 2_Seletividade
MOL_01131,CCC1CCC(c2cnccc2C=O)C1C(=O)O,-7.663,-5.85,1.813,-3.5680000000000005,Fase 2_Seletividade
MOL_01132,CCOC(=O)C1C(C=O)CCC1c1cnccc1C(C)C,-7.615,-5.782,1.833,-3.5676000000000005,Fase 2_Seletividade
MOL_01133,COC1C(C)CCC1C(=O)CC(C)C,-7.02,-4.932,2.087999999999999,-3.5675999999999997,Gen 90
MOL_01134,CCC(=O)C1C(CC)CCC1c1cnccc1C#N,-7.69,-5.89,1.8,-3.567000000000001,Fase 2_Seletividade
MOL_01135,NC1CCC(c2cnccc2F)C1C(=O)C=O,-7.376,-5.442,1.934,-3.5666000000000007,Fase 2_Seletividade
MOL_01136,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)CC=C,-7.63,-5.805,1.825,-3.5665000000000004,Fase 1_Lote Inicial
MOL_01137,CC(=O)C1C(S)CCC1c1cnccc1C(F)F,-7.483,-5.595,1.888,-3.5665,Fase 2_Seletividade
MOL_01138,NC(=O)C1C(F)CCC1c1cnccc1F,-7.864,-6.14,1.724,-3.5660000000000007,Fase 2_Seletividade
MOL_01139,CCc1ccncc1C1CCC(C=O)C1C(=O)O,-7.771,-6.008,1.763,-3.5654000000000003,Fase 2_Seletividade
MOL_01140,COC1C(C)CCC1c1ccncc1C1C(C)CCC1C(C)=O,-9.627,-6.677,2.950000000000001,-3.564455000000005,Gen 152
MOL_01141,CC(C)C(C)C(=O)C1C(C)CCC1c1c(C#N)ccnc1C(F)(F)F,-8.195,-6.345,1.8500000000000003,-3.5633750000000015,Gen 17
MOL_01142,CC(C)C(=O)C1C(F)CCC1c1cnccc1O,-8.079,-6.297,1.782,-3.563055000000002,Fase 2_Seletividade
MOL_01143,CCC(=O)C1C(O)CCC1c1cnccc1Br,-7.717,-5.936,1.781,-3.5618,Fase 3_Super Elite
MOL_01144,NC(=O)C(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.969,-6.555,2.414,-3.5603750000000023,Fase 3_Super Elite
MOL_01145,[C-]#[N+]c1ccncc1C1CCC(OC)C1C(=O)CCC,-7.28,-5.314,1.966,-3.5602000000000005,Fase 1_Lote Inicial
MOL_01146,CC(=O)c1ccnc(F)c1C1CCC(C)C1C(N)=O,-9.587,-6.671,2.9159999999999995,-3.5600950000000005,Gen 41
MOL_01147,CCC1CCC(c2cnccc2S)C1C(=O)OC,-7.454,-5.563,1.891,-3.5599000000000003,Fase 2_Seletividade
MOL_01148,COc1c(C(=O)CCC(C)C)ccnc1C,-7.489,-5.614,1.875,-3.5592,Gen 116
MOL_01149,C=CCC(=O)C1C(C)CCC1c1cnccc1C=O,-7.743,-5.977,1.766,-3.5591,Fase 1_Lote Inicial
MOL_01150,CCCC(=O)C1C(C#N)CCC1c1cnccc1C,-7.51,-5.645,1.865,-3.5585000000000004,Fase 2_Seletividade
MOL_01151,COc1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(=O)CC(C)C)n1,-8.074,-6.297,1.777,-3.5580550000000013,Gen 142
MOL_01152,O=C(O)C(=O)C1C(O)CCC1c1cnccc1F,-7.816,-6.084,1.732,-3.557200000000001,Fase 2_Seletividade
MOL_01153,CCC1CCC(c2c(OC)ncc(C3CC3)c2C#N)C1C(N)=O,-8.093,-6.306,1.787,-3.5571200000000003,Gen 36
MOL_01154,O=C(O)C(=O)C1C(F)CCC1c1cnccc1O,-7.862,-6.15,1.712,-3.5570000000000004,Fase 2_Seletividade
MOL_01155,CC1CCC(c2cnccc2Br)C1C(=O)C=O,-7.552,-5.708,1.844,-3.5563999999999996,Fase 2_Seletividade
MOL_01156,N#Cc1ccncc1C1CCC(F)C1C(=O)C=O,-7.695,-5.914,1.781,-3.555200000000001,Fase 2_Seletividade
MOL_01157,CCc1ccncc1C1CCC(OC)C1C(C)=O,-7.417,-5.518,1.899,-3.5544000000000002,Fase 2_Seletividade
MOL_01158,CCOC(=O)C1C(C)CCC1c1cnccc1CF,-7.653,-5.858,1.795,-3.5524000000000004,Fase 2_Seletividade
MOL_01159,CCC1CCC(c2cnccc2C(C)C)C1C(=O)C(=O)O,-8.265,-6.374,1.891,-3.5523200000000026,Fase 2_Seletividade
MOL_01160,COC(=O)C1C(C)CCC1c1cnccc1O,-7.639,-5.844,1.795,-3.5482000000000005,Fase 2_Seletividade
MOL_01161,COC(=O)C1C(C)CCC1c1cnccc1S,-7.45,-5.575,1.875,-3.5475000000000003,Fase 2_Seletividade
MOL_01162,CC(=O)c1nc(C(=O)CC(C)C)cc(C=CF)c1C(C)=O,-8.066,-6.299,1.7670000000000003,-3.5456950000000003,Gen 144
MOL_01163,CCOc1cncc(C2CCC(C)C2C(=O)CC(C)C)c1C(C)=O,-8.571,-6.466,2.1049999999999995,-3.54552,Gen 49
MOL_01164,COc1c(C=CF)cc(C(C)=O)nc1C1C(C)CCC1OC,-7.875,-6.179,1.6959999999999995,-3.5454950000000007,Gen 95
MOL_01165,CC(=O)C1C(F)CCC1c1cnccc1F,-7.514,-5.67,1.844,-3.5450000000000004,Fase 2_Seletividade
MOL_01166,COc1c(C)nc(O)c(C2CCC(C)C2C(=O)CC(C)C)c1C(C)=O,-8.243,-6.369,1.8740000000000008,-3.544895000000002,Gen 54
MOL_01167,CCCC(=O)C1C(C=O)CCC1c1cnccc1CF,-7.28,-5.336,1.944,-3.5448000000000004,Fase 2_Seletividade
MOL_01168,CCC1CCC(c2cnccc2CF)C1C(=O)O,-7.916,-6.215,1.701,-3.5443750000000014,Fase 2_Seletividade
