legacy_record_id,source_file,source_row,original_identifier,original_smiles,original_inchi,original_inchikey,original_identity,normalized_isomeric_smiles,inchi,inchikey,formula,heavy_atom_count,normalized_identity,identity_status,legacy_roles,legacy_source_count,historical_label,legacy_metrics,source_provenance,evidence_origin,evidence_level,experimental_validation,promotion_to_current_evidence
LEGACY-INCHIKEY-DOYMCKNEEUPQJB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,12,MOL_00011,CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C,,,"{""identifier"":""MOL_00011"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C""}",CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C,"InChI=1S/C19H24ClF2NO2/c1-5-12(24)16-15(19(22)23-18(20)17(16)21)11-7-6-10(4)14(11)13(25)8-9(2)3/h9-11,14H,5-8H2,1-4H3",DOYMCKNEEUPQJB-UHFFFAOYSA-N,C19H24ClF2NO2,25,"{""formula"":""C19H24ClF2NO2"",""heavy_atom_count"":25,""inchi"":""InChI=1S/C19H24ClF2NO2/c1-5-12(24)16-15(19(22)23-18(20)17(16)21)11-7-6-10(4)14(11)13(25)8-9(2)3/h9-11,14H,5-8H2,1-4H3"",""inchikey"":""DOYMCKNEEUPQJB-UHFFFAOYSA-N"",""isomeric_smiles"":""CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-9.925,""5W8K_Risco"":-6.182,""Fitness_Score"":-5.592480000000001,""Indice_Seletividade"":3.743,""Origem_Historica"":""Gen 31""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-9.925,""5W8K_Risco"":-6.182,""Fitness_Score"":-5.592480000000001,""Indice_Seletividade"":3.743,""Origem_Historica"":""Gen 31""},""original_identifier"":""MOL_00011"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":12,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DPGRJXDIVMCUFI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,874,MOL_00873,CC(=O)c1c(F)c(Cl)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C,,,"{""identifier"":""MOL_00873"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC(=O)c1c(F)c(Cl)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C""}",CC(=O)c1c(F)c(Cl)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C,"InChI=1S/C18H22Cl2FNO2/c1-8(2)7-12(24)13-9(3)5-6-11(13)15-14(10(4)23)16(21)18(20)22-17(15)19/h8-9,11,13H,5-7H2,1-4H3",DPGRJXDIVMCUFI-UHFFFAOYSA-N,C18H22Cl2FNO2,24,"{""formula"":""C18H22Cl2FNO2"",""heavy_atom_count"":24,""inchi"":""InChI=1S/C18H22Cl2FNO2/c1-8(2)7-12(24)13-9(3)5-6-11(13)15-14(10(4)23)16(21)18(20)22-17(15)19/h8-9,11,13H,5-7H2,1-4H3"",""inchikey"":""DPGRJXDIVMCUFI-UHFFFAOYSA-N"",""isomeric_smiles"":""CC(=O)c1c(F)c(Cl)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-9.117,""5W8K_Risco"":-6.545,""Fitness_Score"":-3.7553750000000035,""Indice_Seletividade"":2.572000000000001,""Origem_Historica"":""Gen 39""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-9.117,""5W8K_Risco"":-6.545,""Fitness_Score"":-3.7553750000000035,""Indice_Seletividade"":2.572000000000001,""Origem_Historica"":""Gen 39""},""original_identifier"":""MOL_00873"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC(=O)c1c(F)c(Cl)nc(Cl)c1C1CCC(C)C1C(=O)CC(C)C"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":874,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DPINFERBFJYOTP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2499,MOL_02498,CCC(C)C(=O)C1C(C)CCC1c1cnc(C(F)(F)F)cc1C#N,,,"{""identifier"":""MOL_02498"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCC(C)C(=O)C1C(C)CCC1c1cnc(C(F)(F)F)cc1C#N""}",CCC(C)C(=O)C1C(C)CCC1c1cnc(C(F)(F)F)cc1C#N,"InChI=1S/C18H21F3N2O/c1-4-10(2)17(24)16-11(3)5-6-13(16)14-9-23-15(18(19,20)21)7-12(14)8-22/h7,9-11,13,16H,4-6H2,1-3H3",DPINFERBFJYOTP-UHFFFAOYSA-N,C18H21F3N2O,24,"{""formula"":""C18H21F3N2O"",""heavy_atom_count"":24,""inchi"":""InChI=1S/C18H21F3N2O/c1-4-10(2)17(24)16-11(3)5-6-13(16)14-9-23-15(18(19,20)21)7-12(14)8-22/h7,9-11,13,16H,4-6H2,1-3H3"",""inchikey"":""DPINFERBFJYOTP-UHFFFAOYSA-N"",""isomeric_smiles"":""CCC(C)C(=O)C1C(C)CCC1c1cnc(C(F)(F)F)cc1C#N""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-9.119,""5W8K_Risco"":-6.727,""Fitness_Score"":-2.7454549999999998,""Indice_Seletividade"":2.3919999999999995,""Origem_Historica"":""Gen 15""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-9.119,""5W8K_Risco"":-6.727,""Fitness_Score"":-2.7454549999999998,""Indice_Seletividade"":2.3919999999999995,""Origem_Historica"":""Gen 15""},""original_identifier"":""MOL_02498"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCC(C)C(=O)C1C(C)CCC1c1cnc(C(F)(F)F)cc1C#N"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2499,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DPPNNDADYGQWOA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,3430,MOL_03429,CC(=O)c1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(C)=O)n1,,,"{""identifier"":""MOL_03429"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC(=O)c1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(C)=O)n1""}",CC(=O)c1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(C)=O)n1,"InChI=1S/C19H22FNO3/c1-10-5-6-15(17(10)12(3)23)19-18(13(4)24)14(7-8-20)9-16(21-19)11(2)22/h7-10,15,17H,5-6H2,1-4H3",DPPNNDADYGQWOA-UHFFFAOYSA-N,C19H22FNO3,24,"{""formula"":""C19H22FNO3"",""heavy_atom_count"":24,""inchi"":""InChI=1S/C19H22FNO3/c1-10-5-6-15(17(10)12(3)23)19-18(13(4)24)14(7-8-20)9-16(21-19)11(2)22/h7-10,15,17H,5-6H2,1-4H3"",""inchikey"":""DPPNNDADYGQWOA-UHFFFAOYSA-N"",""isomeric_smiles"":""CC(=O)c1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(C)=O)n1""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-6.986,""5W8K_Risco"":-6.572,""Fitness_Score"":-1.4951800000000013,""Indice_Seletividade"":0.4139999999999997,""Origem_Historica"":""Gen 103""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-6.986,""5W8K_Risco"":-6.572,""Fitness_Score"":-1.4951800000000013,""Indice_Seletividade"":0.4139999999999997,""Origem_Historica"":""Gen 103""},""original_identifier"":""MOL_03429"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC(=O)c1cc(C=CF)c(C(C)=O)c(C2CCC(C)C2C(C)=O)n1"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":3430,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQAPIHWVJQCZRI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,468,MOL_00467,CC(C)C(=O)C1C(C)CCC1c1cnccc1Br,,,"{""identifier"":""MOL_00467"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC(C)C(=O)C1C(C)CCC1c1cnccc1Br""}",CC(C)C(=O)C1C(C)CCC1c1cnccc1Br,"InChI=1S/C15H20BrNO/c1-9(2)15(18)14-10(3)4-5-11(14)12-8-17-7-6-13(12)16/h6-11,14H,4-5H2,1-3H3",DQAPIHWVJQCZRI-UHFFFAOYSA-N,C15H20BrNO,18,"{""formula"":""C15H20BrNO"",""heavy_atom_count"":18,""inchi"":""InChI=1S/C15H20BrNO/c1-9(2)15(18)14-10(3)4-5-11(14)12-8-17-7-6-13(12)16/h6-11,14H,4-5H2,1-3H3"",""inchikey"":""DQAPIHWVJQCZRI-UHFFFAOYSA-N"",""isomeric_smiles"":""CC(C)C(=O)C1C(C)CCC1c1cnccc1Br""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-8.197,""5W8K_Risco"":-5.717,""Fitness_Score"":-4.1951,""Indice_Seletividade"":2.48,""Origem_Historica"":""Fase 3_Super Elite""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-8.197,""5W8K_Risco"":-5.717,""Fitness_Score"":-4.1951,""Indice_Seletividade"":2.48,""Origem_Historica"":""Fase 3_Super Elite""},""original_identifier"":""MOL_00467"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC(C)C(=O)C1C(C)CCC1c1cnccc1Br"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":468,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQAYQYYEGOOAHL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2302,MOL_02301,CCC(=O)C1C(C=O)CCC1c1cnccc1C=O,,,"{""identifier"":""MOL_02301"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1C=O""}",CCC(=O)C1C(C=O)CCC1c1cnccc1C=O,"InChI=1S/C15H17NO3/c1-2-14(19)15-11(9-18)3-4-12(15)13-7-16-6-5-10(13)8-17/h5-9,11-12,15H,2-4H2,1H3",DQAYQYYEGOOAHL-UHFFFAOYSA-N,C15H17NO3,19,"{""formula"":""C15H17NO3"",""heavy_atom_count"":19,""inchi"":""InChI=1S/C15H17NO3/c1-2-14(19)15-11(9-18)3-4-12(15)13-7-16-6-5-10(13)8-17/h5-9,11-12,15H,2-4H2,1H3"",""inchikey"":""DQAYQYYEGOOAHL-UHFFFAOYSA-N"",""isomeric_smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1C=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.133,""5W8K_Risco"":-6.084,""Fitness_Score"":-2.874200000000001,""Indice_Seletividade"":1.049,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.133,""5W8K_Risco"":-6.084,""Fitness_Score"":-2.874200000000001,""Indice_Seletividade"":1.049,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_02301"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1C=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2302,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQDILVKITSXHHV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2179,MOL_02178,CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF,,,"{""identifier"":""MOL_02178"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF""}",CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF,"InChI=1S/C20H27F2NO2/c1-4-5-6-7-17(24)18-13(2)8-9-15(18)19-14(10-11-21)16(22)12-23-20(19)25-3/h10-13,15,18H,4-9H2,1-3H3",DQDILVKITSXHHV-UHFFFAOYSA-N,C20H27F2NO2,25,"{""formula"":""C20H27F2NO2"",""heavy_atom_count"":25,""inchi"":""InChI=1S/C20H27F2NO2/c1-4-5-6-7-17(24)18-13(2)8-9-15(18)19-14(10-11-21)16(22)12-23-20(19)25-3/h10-13,15,18H,4-9H2,1-3H3"",""inchikey"":""DQDILVKITSXHHV-UHFFFAOYSA-N"",""isomeric_smiles"":""CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.39,""5W8K_Risco"":-6.264,""Fitness_Score"":-2.940219999999999,""Indice_Seletividade"":1.1259999999999994,""Origem_Historica"":""Gen 27""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.39,""5W8K_Risco"":-6.264,""Fitness_Score"":-2.940219999999999,""Indice_Seletividade"":1.1259999999999994,""Origem_Historica"":""Gen 27""},""original_identifier"":""MOL_02178"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2179,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQDRNPHLOPLYSA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2632,MOL_02631,COC1CCC(c2cnccc2C)C1C(=O)C=O,,,"{""identifier"":""MOL_02631"",""inchi"":"""",""inchikey"":"""",""smiles"":""COC1CCC(c2cnccc2C)C1C(=O)C=O""}",COC1CCC(c2cnccc2C)C1C(=O)C=O,"InChI=1S/C14H17NO3/c1-9-5-6-15-7-11(9)10-3-4-13(18-2)14(10)12(17)8-16/h5-8,10,13-14H,3-4H2,1-2H3",DQDRNPHLOPLYSA-UHFFFAOYSA-N,C14H17NO3,18,"{""formula"":""C14H17NO3"",""heavy_atom_count"":18,""inchi"":""InChI=1S/C14H17NO3/c1-9-5-6-15-7-11(9)10-3-4-13(18-2)14(10)12(17)8-16/h5-8,10,13-14H,3-4H2,1-2H3"",""inchikey"":""DQDRNPHLOPLYSA-UHFFFAOYSA-N"",""isomeric_smiles"":""COC1CCC(c2cnccc2C)C1C(=O)C=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-6.55,""5W8K_Risco"":-5.566,""Fitness_Score"":-2.6538000000000004,""Indice_Seletividade"":0.984,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-6.55,""5W8K_Risco"":-5.566,""Fitness_Score"":-2.6538000000000004,""Indice_Seletividade"":0.984,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_02631"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""COC1CCC(c2cnccc2C)C1C(=O)C=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2632,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQJMUQJBFUELKI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,3711,MOL_03710,CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)nc(C(F)(F)F)c(O)c1C#N,,,"{""identifier"":""MOL_03710"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)nc(C(F)(F)F)c(O)c1C#N""}",CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)nc(C(F)(F)F)c(O)c1C#N,"InChI=1S/C19H20F6N2O2/c1-4-8(2)14(28)12-9(3)5-6-10(12)13-11(7-26)15(29)17(19(23,24)25)27-16(13)18(20,21)22/h8-10,12,29H,4-6H2,1-3H3",DQJMUQJBFUELKI-UHFFFAOYSA-N,C19H20F6N2O2,29,"{""formula"":""C19H20F6N2O2"",""heavy_atom_count"":29,""inchi"":""InChI=1S/C19H20F6N2O2/c1-4-8(2)14(28)12-9(3)5-6-10(12)13-11(7-26)15(29)17(19(23,24)25)27-16(13)18(20,21)22/h8-10,12,29H,4-6H2,1-3H3"",""inchikey"":""DQJMUQJBFUELKI-UHFFFAOYSA-N"",""isomeric_smiles"":""CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)nc(C(F)(F)F)c(O)c1C#N""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.386,""5W8K_Risco"":-7.121,""Fitness_Score"":2.3129049999999998,""Indice_Seletividade"":0.2649999999999997,""Origem_Historica"":""Gen 25""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.386,""5W8K_Risco"":-7.121,""Fitness_Score"":2.3129049999999998,""Indice_Seletividade"":0.2649999999999997,""Origem_Historica"":""Gen 25""},""original_identifier"":""MOL_03710"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCC(C)C(=O)C1C(C)CCC1c1c(C(F)(F)F)nc(C(F)(F)F)c(O)c1C#N"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":3711,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQNWSTZRODYGKO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,3105,MOL_03104,CC(=O)c1cnccc1-c1ccncc1C1C(C)CCC1C(C)=O,,,"{""identifier"":""MOL_03104"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC(=O)c1cnccc1-c1ccncc1C1C(C)CCC1C(C)=O""}",CC(=O)c1cnccc1-c1ccncc1C1C(C)CCC1C(C)=O,"InChI=1S/C20H22N2O2/c1-12-4-5-15(13(2)23)20(12)19-11-22-9-7-17(19)16-6-8-21-10-18(16)14(3)24/h6-12,15,20H,4-5H2,1-3H3",DQNWSTZRODYGKO-UHFFFAOYSA-N,C20H22N2O2,24,"{""formula"":""C20H22N2O2"",""heavy_atom_count"":24,""inchi"":""InChI=1S/C20H22N2O2/c1-12-4-5-15(13(2)23)20(12)19-11-22-9-7-17(19)16-6-8-21-10-18(16)14(3)24/h6-12,15,20H,4-5H2,1-3H3"",""inchikey"":""DQNWSTZRODYGKO-UHFFFAOYSA-N"",""isomeric_smiles"":""CC(=O)c1cnccc1-c1ccncc1C1C(C)CCC1C(C)=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.055,""5W8K_Risco"":-6.416,""Fitness_Score"":-2.210019999999999,""Indice_Seletividade"":0.6389999999999993,""Origem_Historica"":""Gen 133""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.055,""5W8K_Risco"":-6.416,""Fitness_Score"":-2.210019999999999,""Indice_Seletividade"":0.6389999999999993,""Origem_Historica"":""Gen 133""},""original_identifier"":""MOL_03104"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC(=O)c1cnccc1-c1ccncc1C1C(C)CCC1C(C)=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":3105,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQOFZNNURBUWJC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,1842,MOL_01841,CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF,,,"{""identifier"":""MOL_01841"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF""}",CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF,"InChI=1S/C22H31ClFNO2/c1-4-6-7-8-9-19(26)20-15(5-2)10-11-17(20)21-16(12-13-24)18(23)14-25-22(21)27-3/h12-15,17,20H,4-11H2,1-3H3",DQOFZNNURBUWJC-UHFFFAOYSA-N,C22H31ClFNO2,27,"{""formula"":""C22H31ClFNO2"",""heavy_atom_count"":27,""inchi"":""InChI=1S/C22H31ClFNO2/c1-4-6-7-8-9-19(26)20-15(5-2)10-11-17(20)21-16(12-13-24)18(23)14-25-22(21)27-3/h12-15,17,20H,4-11H2,1-3H3"",""inchikey"":""DQOFZNNURBUWJC-UHFFFAOYSA-N"",""isomeric_smiles"":""CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.273,""5W8K_Risco"":-5.919,""Fitness_Score"":-3.1297000000000006,""Indice_Seletividade"":1.354,""Origem_Historica"":""Gen 36""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.273,""5W8K_Risco"":-5.919,""Fitness_Score"":-3.1297000000000006,""Indice_Seletividade"":1.354,""Origem_Historica"":""Gen 36""},""original_identifier"":""MOL_01841"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":1842,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-DQQJEJRKDQKIML-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,1922,MOL_01921,C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC,,,"{""identifier"":""MOL_01921"",""inchi"":"""",""inchikey"":"""",""smiles"":""C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC""}",C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC,"InChI=1S/C18H23NO/c1-5-12(3)18(20)17-13(4)7-8-15(17)16-11-19-10-9-14(16)6-2/h5-6,9-11,13,15,17H,2,7-8H2,1,3-4H3",DQQJEJRKDQKIML-UHFFFAOYSA-N,C18H23NO,20,"{""formula"":""C18H23NO"",""heavy_atom_count"":20,""inchi"":""InChI=1S/C18H23NO/c1-5-12(3)18(20)17-13(4)7-8-15(17)16-11-19-10-9-14(16)6-2/h5-6,9-11,13,15,17H,2,7-8H2,1,3-4H3"",""inchikey"":""DQQJEJRKDQKIML-UHFFFAOYSA-N"",""isomeric_smiles"":""C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.72,""5W8K_Risco"":-6.345,""Fitness_Score"":-3.088375000000001,""Indice_Seletividade"":1.375,""Origem_Historica"":""Fase 1_Lote Inicial""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.72,""5W8K_Risco"":-6.345,""Fitness_Score"":-3.088375000000001,""Indice_Seletividade"":1.375,""Origem_Historica"":""Fase 1_Lote Inicial""},""original_identifier"":""MOL_01921"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":1922,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
