current_panel_key,current_inchikey,legacy_inchikey,match_type,similarity,legacy_source,legacy_record_id,historical_label
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,AMLPIQNOMRTMQL-UHFFFAOYSA-N,NO_MATCH,0.103093,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-AMLPIQNOMRTMQL-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,AMRIWUKOUWISQL-UHFFFAOYSA-N,NO_MATCH,0.106383,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-AMRIWUKOUWISQL-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,AMXJORCJSWSLIM-UHFFFAOYSA-N,NO_MATCH,0.087379,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-AMXJORCJSWSLIM-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANDDAPGHAAFRDL-UHFFFAOYSA-N,NO_MATCH,0.093750,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANDDAPGHAAFRDL-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANEQRDFPJRUCJY-UHFFFAOYSA-N,NO_MATCH,0.141304,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANEQRDFPJRUCJY-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANFANOVBURLZIZ-UHFFFAOYSA-N,NO_MATCH,0.142857,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANFANOVBURLZIZ-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANHJWRBLILMDAM-UHFFFAOYSA-N,NO_MATCH,0.065217,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANHJWRBLILMDAM-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANIAQZPSNGLNJZ-UHFFFAOYSA-N,NO_MATCH,0.087379,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANIAQZPSNGLNJZ-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANKNNHSGFAUVNO-UHFFFAOYSA-N,NO_MATCH,0.082474,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANKNNHSGFAUVNO-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANMASXHHTQBCHZ-UHFFFAOYSA-N,NO_MATCH,0.113402,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANMASXHHTQBCHZ-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANQWFRIEPYAGBH-UHFFFAOYSA-N,NO_MATCH,0.108696,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANQWFRIEPYAGBH-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANQYFKRRFGFLQA-UHFFFAOYSA-N,NO_MATCH,0.120000,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANQYFKRRFGFLQA-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANUAHVDIQRWJJX-UHFFFAOYSA-N,NO_MATCH,0.104167,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANUAHVDIQRWJJX-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANUSBNBWAZANSO-UHFFFAOYSA-N,NO_MATCH,0.109890,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANUSBNBWAZANSO-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,ANYWXXNJHQWZJQ-UHFFFAOYSA-N,NO_MATCH,0.105263,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-ANYWXXNJHQWZJQ-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,AOJLLTDMZRPGSP-UHFFFAOYSA-N,NO_MATCH,0.102041,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-AOJLLTDMZRPGSP-UHFFFAOYSA-N,
A0B0,DRIAWXDDGSORDT-KKUQBAQOSA-N,AOLFQPDJRCHRPT-UHFFFAOYSA-N,NO_MATCH,0.118280,formolecular/novo_horizonte/banco_mestre_unificado.csv,LEGACY-INCHIKEY-AOLFQPDJRCHRPT-UHFFFAOYSA-N,
