legacy_record_id,inchikey,source_file,source_role,compound,filtered,farma_elite,top_hit,nh_4ey7,nh_isolated,master
LEGACY-INCHIKEY-AAEZZIGDDBXQPK-UHFFFAOYSA-N,AAEZZIGDDBXQPK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAEZZIGDDBXQPK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AAFOKVPCVKGERD-UHFFFAOYSA-N,AAFOKVPCVKGERD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAFOKVPCVKGERD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AAKGQNMNJCSORB-UHFFFAOYSA-N,AAKGQNMNJCSORB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAKGQNMNJCSORB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AALIOCLBNQSGAX-UHFFFAOYSA-N,AALIOCLBNQSGAX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AALIOCLBNQSGAX-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AAPXPLOAGNIOSU-UHFFFAOYSA-N,AAPXPLOAGNIOSU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAPXPLOAGNIOSU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AATCBDNMGZWOAN-UHFFFAOYSA-N,AATCBDNMGZWOAN-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AATCBDNMGZWOAN-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AAUJETAJCJPKSW-UHFFFAOYSA-N,AAUJETAJCJPKSW-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAUJETAJCJPKSW-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AAZYTOVRIWMLTE-UHFFFAOYSA-N,AAZYTOVRIWMLTE-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AAZYTOVRIWMLTE-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ABCFPEYNRMDEOS-UHFFFAOYSA-N,ABCFPEYNRMDEOS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ABCFPEYNRMDEOS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ABGQMUYAGYSMJU-UHFFFAOYSA-N,ABGQMUYAGYSMJU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ABGQMUYAGYSMJU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ABKOGSPDYGXGDP-UHFFFAOYSA-N,ABKOGSPDYGXGDP-UHFFFAOYSA-N,formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv,FARMA_ELITE,ABKOGSPDYGXGDP-UHFFFAOYSA-N,0,1,0,0,0,0
LEGACY-INCHIKEY-ACECRLBVOBJMOB-UHFFFAOYSA-N,ACECRLBVOBJMOB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACECRLBVOBJMOB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ACGAIKISYYTCIU-UHFFFAOYSA-N,ACGAIKISYYTCIU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACGAIKISYYTCIU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ACMPWZQOUILVFB-UHFFFAOYSA-N,ACMPWZQOUILVFB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACMPWZQOUILVFB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ACSNKKIBZFOZBH-UHFFFAOYSA-N,ACSNKKIBZFOZBH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACSNKKIBZFOZBH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ACVCTMJWUMXYTQ-UHFFFAOYSA-N,ACVCTMJWUMXYTQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACVCTMJWUMXYTQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ACWWRXBIEVMVMT-UHFFFAOYSA-N,ACWWRXBIEVMVMT-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ACWWRXBIEVMVMT-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ADEOFEZYIUQHOO-UHFFFAOYSA-N,ADEOFEZYIUQHOO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ADEOFEZYIUQHOO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ADJOBSVKSGXTAL-UHFFFAOYSA-N,ADJOBSVKSGXTAL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ADJOBSVKSGXTAL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ADJQARFBFHNDLK-UHFFFAOYSA-N,ADJQARFBFHNDLK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ADJQARFBFHNDLK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ADNFTDSADNEQKV-UHFFFAOYSA-N,ADNFTDSADNEQKV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ADNFTDSADNEQKV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AEASSGGITMCXQY-UHFFFAOYSA-N,AEASSGGITMCXQY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AEASSGGITMCXQY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AEDIXYWIVPYNBI-UHFFFAOYSA-N,AEDIXYWIVPYNBI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AEDIXYWIVPYNBI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AEDVQRBUFSGOIS-UHFFFAOYSA-N,AEDVQRBUFSGOIS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AEDVQRBUFSGOIS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AEJILMJISZUSQP-UHFFFAOYSA-N,AEJILMJISZUSQP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AEJILMJISZUSQP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AEMUOGYCGJPXPC-UHFFFAOYSA-N,AEMUOGYCGJPXPC-UHFFFAOYSA-N,formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv,FARMA_ELITE,AEMUOGYCGJPXPC-UHFFFAOYSA-N,0,1,0,0,0,0
LEGACY-INCHIKEY-AEQCPPUGTOMGAL-UHFFFAOYSA-N,AEQCPPUGTOMGAL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AEQCPPUGTOMGAL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AERDHGCOKAKBIG-UHFFFAOYSA-N,AERDHGCOKAKBIG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AERDHGCOKAKBIG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFDJLLKEHQEYBQ-UHFFFAOYSA-N,AFDJLLKEHQEYBQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFDJLLKEHQEYBQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFDQEHOUEUVIHV-UHFFFAOYSA-N,AFDQEHOUEUVIHV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFDQEHOUEUVIHV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFHFYWLYFGBJMU-UHFFFAOYSA-N,AFHFYWLYFGBJMU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFHFYWLYFGBJMU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFHGTLHBAHTQNP-UHFFFAOYSA-N,AFHGTLHBAHTQNP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFHGTLHBAHTQNP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFHSPUAQMUOKFY-UHFFFAOYSA-N,AFHSPUAQMUOKFY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFHSPUAQMUOKFY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFNSLWGSONKPBX-UHFFFAOYSA-N,AFNSLWGSONKPBX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFNSLWGSONKPBX-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFSOJYPTJOINAD-UHFFFAOYSA-N,AFSOJYPTJOINAD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFSOJYPTJOINAD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFUCMQODXNNOEE-UHFFFAOYSA-N,AFUCMQODXNNOEE-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFUCMQODXNNOEE-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFWNFJHIBBNJFE-UHFFFAOYSA-N,AFWNFJHIBBNJFE-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFWNFJHIBBNJFE-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFXMGUGIPQYERW-UHFFFAOYSA-N,AFXMGUGIPQYERW-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFXMGUGIPQYERW-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AFZWKGNMLZLMFD-UHFFFAOYSA-N,AFZWKGNMLZLMFD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AFZWKGNMLZLMFD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AGIMBQDDDXWKPH-UHFFFAOYSA-N,AGIMBQDDDXWKPH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AGIMBQDDDXWKPH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AGNSHYFQEJTXPF-UHFFFAOYSA-N,AGNSHYFQEJTXPF-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AGNSHYFQEJTXPF-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AGRAPCNPEFFZAY-UHFFFAOYSA-N,AGRAPCNPEFFZAY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AGRAPCNPEFFZAY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHCVXNFVLVNEJP-UHFFFAOYSA-N,AHCVXNFVLVNEJP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHCVXNFVLVNEJP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHIYLZVOIGOUDQ-UHFFFAOYSA-N,AHIYLZVOIGOUDQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHIYLZVOIGOUDQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHJYNGGSYCUUJU-UHFFFAOYSA-N,AHJYNGGSYCUUJU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHJYNGGSYCUUJU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHKBNSUFLMEGMP-UHFFFAOYSA-N,AHKBNSUFLMEGMP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHKBNSUFLMEGMP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHLWKGCYHYWBIB-UHFFFAOYSA-N,AHLWKGCYHYWBIB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHLWKGCYHYWBIB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHMXEKIAAYFGFL-UHFFFAOYSA-N,AHMXEKIAAYFGFL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHMXEKIAAYFGFL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AHQLJUARKPCPBV-UHFFFAOYSA-N,AHQLJUARKPCPBV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AHQLJUARKPCPBV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AICDAGRMEFRIOG-UHFFFAOYSA-N,AICDAGRMEFRIOG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AICDAGRMEFRIOG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AIOXEHSKPKWQER-UHFFFAOYSA-N,AIOXEHSKPKWQER-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AIOXEHSKPKWQER-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AIZXYUCIAWXLKL-UHFFFAOYSA-N,AIZXYUCIAWXLKL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AIZXYUCIAWXLKL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJBCMVMGZRNALM-UHFFFAOYSA-N,AJBCMVMGZRNALM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJBCMVMGZRNALM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJCXVIANAHQQLB-UHFFFAOYSA-N,AJCXVIANAHQQLB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJCXVIANAHQQLB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJDRWSAJCVBFNG-UHFFFAOYSA-N,AJDRWSAJCVBFNG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJDRWSAJCVBFNG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJEXESQSZRGVNK-UHFFFAOYSA-N,AJEXESQSZRGVNK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJEXESQSZRGVNK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJGDNMJHQNUZJR-UHFFFAOYSA-N,AJGDNMJHQNUZJR-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJGDNMJHQNUZJR-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJHLUOTXKSHNSM-UHFFFAOYSA-N,AJHLUOTXKSHNSM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJHLUOTXKSHNSM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJJOJGHCUOOYIL-UHFFFAOYSA-N,AJJOJGHCUOOYIL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJJOJGHCUOOYIL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJLHOCCWHYTGSI-UHFFFAOYSA-N,AJLHOCCWHYTGSI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJLHOCCWHYTGSI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJNJYSXJJQLKSR-UHFFFAOYSA-N,AJNJYSXJJQLKSR-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJNJYSXJJQLKSR-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJNKTKHLIKPQLP-UHFFFAOYSA-N,AJNKTKHLIKPQLP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJNKTKHLIKPQLP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJSVFOLJOYZOCM-UHFFFAOYSA-N,AJSVFOLJOYZOCM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJSVFOLJOYZOCM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJTXKOHECRWOSA-UHFFFAOYSA-N,AJTXKOHECRWOSA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJTXKOHECRWOSA-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AJWUKFSAHLBTAN-UHFFFAOYSA-N,AJWUKFSAHLBTAN-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AJWUKFSAHLBTAN-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AKDDGBQDYNYKCD-UHFFFAOYSA-N,AKDDGBQDYNYKCD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AKDDGBQDYNYKCD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AKMVTUPJYLPZGA-UHFFFAOYSA-N,AKMVTUPJYLPZGA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AKMVTUPJYLPZGA-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AKNNQNOYTMLEIU-UHFFFAOYSA-N,AKNNQNOYTMLEIU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AKNNQNOYTMLEIU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AKWVBMHOCJWRET-UHFFFAOYSA-N,AKWVBMHOCJWRET-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AKWVBMHOCJWRET-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ALBWVXZDZLYVFV-UHFFFAOYSA-N,ALBWVXZDZLYVFV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ALBWVXZDZLYVFV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ALKXFLYXIWJKCH-UHFFFAOYSA-N,ALKXFLYXIWJKCH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ALKXFLYXIWJKCH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ALNHOTLQKTXLDP-UHFFFAOYSA-N,ALNHOTLQKTXLDP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ALNHOTLQKTXLDP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ALQLKISGFCOMRQ-UHFFFAOYSA-N,ALQLKISGFCOMRQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ALQLKISGFCOMRQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMBJRTWDWAMYMY-UHFFFAOYSA-N,AMBJRTWDWAMYMY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMBJRTWDWAMYMY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMDDYFRDVWJRTK-UHFFFAOYSA-N,AMDDYFRDVWJRTK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMDDYFRDVWJRTK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMFKWMRIKKBNLZ-UHFFFAOYSA-N,AMFKWMRIKKBNLZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMFKWMRIKKBNLZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMIHWZYSYQDRBC-UHFFFAOYSA-N,AMIHWZYSYQDRBC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMIHWZYSYQDRBC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMJHCKWAPXVUNL-UHFFFAOYSA-N,AMJHCKWAPXVUNL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMJHCKWAPXVUNL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMLPBZLKRHMLLX-UHFFFAOYSA-N,AMLPBZLKRHMLLX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMLPBZLKRHMLLX-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMLPIQNOMRTMQL-UHFFFAOYSA-N,AMLPIQNOMRTMQL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMLPIQNOMRTMQL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMRIWUKOUWISQL-UHFFFAOYSA-N,AMRIWUKOUWISQL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMRIWUKOUWISQL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-AMXJORCJSWSLIM-UHFFFAOYSA-N,AMXJORCJSWSLIM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,AMXJORCJSWSLIM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANDDAPGHAAFRDL-UHFFFAOYSA-N,ANDDAPGHAAFRDL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANDDAPGHAAFRDL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANEQRDFPJRUCJY-UHFFFAOYSA-N,ANEQRDFPJRUCJY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANEQRDFPJRUCJY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANFANOVBURLZIZ-UHFFFAOYSA-N,ANFANOVBURLZIZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANFANOVBURLZIZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANHJWRBLILMDAM-UHFFFAOYSA-N,ANHJWRBLILMDAM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANHJWRBLILMDAM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANIAQZPSNGLNJZ-UHFFFAOYSA-N,ANIAQZPSNGLNJZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANIAQZPSNGLNJZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANKNNHSGFAUVNO-UHFFFAOYSA-N,ANKNNHSGFAUVNO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANKNNHSGFAUVNO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANMASXHHTQBCHZ-UHFFFAOYSA-N,ANMASXHHTQBCHZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANMASXHHTQBCHZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANQWFRIEPYAGBH-UHFFFAOYSA-N,ANQWFRIEPYAGBH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANQWFRIEPYAGBH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANQYFKRRFGFLQA-UHFFFAOYSA-N,ANQYFKRRFGFLQA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANQYFKRRFGFLQA-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANUAHVDIQRWJJX-UHFFFAOYSA-N,ANUAHVDIQRWJJX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANUAHVDIQRWJJX-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-ANUSBNBWAZANSO-UHFFFAOYSA-N,ANUSBNBWAZANSO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,ANUSBNBWAZANSO-UHFFFAOYSA-N,0,0,0,0,0,1
