ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Origem_Historica
MOL_01162,O=CC(=O)C1C(F)CCC1c1cnccc1C=O,-7.47,-5.941,1.529,Fase 2_Seletividade
MOL_01163,CCCC(=O)C1C(C)CCC1c1cnccc1F,-7.47,-6.058,1.412,Fase 3_Super Elite
MOL_01164,CCc1ccncc1C1CCC(OC)C1C(=O)C1CCC1,-7.47,-6.154,1.316,Fase 2_Seletividade
MOL_01165,CNC(=O)C1C(C)CCC1c1cnccc1F,-7.469,-6.587,0.882,Fase 2_Seletividade
MOL_01166,CCCC(=O)C1C(OC)CCC1c1cnccc1CF,-7.468,-5.902,1.566,Fase 1_Lote Inicial
MOL_01167,CCC1CCC(c2cnccc2C)C1C(=O)C1CC1,-7.468,-6.229,1.239,Fase 2_Seletividade
MOL_01168,CCCC(=O)C1C(O)CCC1c1cnccc1C(F)F,-7.467,-6.006,1.461,Fase 3_Super Elite
MOL_01169,[C-]#[N+]c1ccncc1C1CCC(O)C1C(=O)CCC,-7.467,-6.285,1.182,Fase 1_Lote Inicial
MOL_01170,COC(=O)C1C(O)CCC1c1cnccc1C#N,-7.466,-6.015,1.451,Fase 3_Super Elite
MOL_01171,COc1ccncc1C1CCC(CF)C1C(=O)C1CCC1,-7.466,-6.673,0.793,Fase 2_Seletividade
MOL_01172,COc1ccncc1C1CCC(F)C1C(=O)C1CC1,-7.465,-5.788,1.677,Fase 2_Seletividade
MOL_01173,O=CC1CCC(c2cnccc2C(F)F)C1C(=O)C(=O)O,-7.465,-5.939,1.526,Fase 2_Seletividade
MOL_01174,CC(C)C(=O)C1C(C)CCC1c1cnccc1NC#N,-7.465,-6.08,1.385,Fase 1_Lote Inicial
MOL_01175,C=Cc1ccncc1C1CC1C(=O)C1CCCC1C,-7.464,-6.032,1.432,Fase 1_Lote Inicial
MOL_01176,COc1ccncc1C1CCC(C#N)C1C(=O)C(C)C,-7.464,-6.277,1.187,Fase 2_Seletividade
MOL_01177,CCNC(=O)C1C(CF)CCC1c1cnccc1O,-7.464,-6.525,0.939,Fase 2_Seletividade
MOL_01178,O=C(O)C1C(S)CCC1c1cnccc1C1CC1,-7.463,-5.547,1.916,Fase 2_Seletividade
MOL_01179,CC1CCC(c2cnccc2Br)C1C(N)=O,-7.463,-6.133,1.33,Fase 2_Seletividade
MOL_01180,CNC(=O)C1C(O)CCC1c1cnccc1C,-7.461,-6.396,1.065,Fase 2_Seletividade
MOL_01181,CCC(=O)C1C(S)CCC1c1cnccc1C1CC1,-7.459,-5.509,1.95,Fase 2_Seletividade
MOL_01182,CC(=O)C1C(C=O)CCC1c1cnccc1C(F)F,-7.458,-5.886,1.572,Fase 2_Seletividade
MOL_01183,CC(=O)C1C(CF)CCC1c1cnccc1C,-7.456,-5.89,1.566,Fase 2_Seletividade
MOL_01184,O=CC(=O)C1C(F)CCC1c1cnccc1I,-7.455,-5.676,1.779,Fase 2_Seletividade
MOL_01185,CCC(=O)C1C(C#N)CCC1c1cnccc1Br,-7.455,-6.277,1.178,Fase 2_Seletividade
MOL_01186,COC(=O)C1C(C=O)CCC1c1cnccc1C=O,-7.454,-5.544,1.91,Fase 2_Seletividade
MOL_01187,CCC1CCC(c2cnccc2S)C1C(=O)OC,-7.454,-5.563,1.891,Fase 2_Seletividade
MOL_01188,NC(=O)C1C(N)CCC1c1cnccc1Br,-7.454,-6.101,1.353,Fase 2_Seletividade
MOL_01189,NC1CCC(c2cnccc2C(F)F)C1C(=O)C=O,-7.454,-6.477,0.977,Fase 2_Seletividade
MOL_01190,COC1CCC(c2cnccc2C(C)C)C1C(=O)C(C)C,-7.453,-5.741,1.712,Fase 2_Seletividade
MOL_01191,CCCC(=O)C1C(N)CCC1c1cnccc1C(F)F,-7.452,-5.943,1.509,Fase 2_Seletividade
MOL_01192,CCC1CCC(c2cnccc2C=O)C1C(C)=O,-7.452,-6.199,1.253,Fase 2_Seletividade
MOL_01193,COc1ccncc1C1CCC(O)C1C(=O)O,-7.452,-6.265,1.187,Fase 2_Seletividade
MOL_01194,CCCC(=O)C1C(O)CCC1c1cnccc1F,-7.451,-6.234,1.217,Fase 2_Seletividade
MOL_01195,COC(=O)C1C(C)CCC1c1cnccc1S,-7.45,-5.575,1.875,Fase 2_Seletividade
MOL_01196,CCC(=O)C1C(CF)CCC1c1cnccc1C=O,-7.45,-5.777,1.673,Fase 2_Seletividade
MOL_01197,CCC(=O)C1C(C#N)CCC1c1cnccc1C1CC1,-7.449,-6.669,0.78,Fase 2_Seletividade
MOL_01198,C=Cc1ccncc1CC1(C)CCCC1C(=O)CCC,-7.448,-5.686,1.762,Fase 1_Lote Inicial
MOL_01199,CCC(=O)C1C(O)CCC1c1cnccc1O,-7.448,-6.116,1.332,Fase 2_Seletividade
MOL_01200,NC1CCC(c2cnccc2CF)C1C(=O)O,-7.447,-6.261,1.186,Fase 2_Seletividade
MOL_01201,CCc1ccncc1C1CCC(CF)C1C(=O)OC,-7.445,-6.256,1.189,Fase 2_Seletividade
MOL_01202,CCOC(=O)C1C(O)CCC1c1cnccc1C=O,-7.443,-6.176,1.267,Fase 2_Seletividade
MOL_01203,NC1CCC(c2cnccc2F)C1C(=O)O,-7.443,-6.187,1.256,Fase 2_Seletividade
MOL_01204,CCCC(=O)C1C(CC)CCC1c1cnccc1C1CC1,-7.442,-5.704,1.738,Fase 1_Lote Inicial
MOL_01205,CCNC(=O)C1C(N)CCC1c1cnccc1F,-7.441,-6.53,0.911,Fase 2_Seletividade
MOL_01206,Cc1ccncc1C1CCC(N)C1C(=O)C(C)C,-7.44,-5.876,1.564,Fase 2_Seletividade
MOL_01207,CCNC(=O)C1C(S)CCC1c1cnccc1C(C)C,-7.44,-6.372,1.068,Fase 2_Seletividade
MOL_01208,CCC(=O)C1C(S)CCC1c1cnccc1C#N,-7.439,-5.62,1.819,Fase 2_Seletividade
MOL_01209,CC(=O)C1C(O)CCC1c1cnccc1C#N,-7.439,-6.162,1.277,Fase 2_Seletividade
MOL_01210,N#CC1CCC(c2cnccc2C(F)F)C1C(N)=O,-7.439,-6.629,0.81,Fase 2_Seletividade
MOL_01211,CCC(=O)C1C(C#N)CCC1c1cnccc1C(C)C,-7.438,-5.857,1.581,Fase 2_Seletividade
MOL_01212,CCNC(=O)C1C(N)CCC1c1cnccc1O,-7.438,-6.503,0.935,Fase 2_Seletividade
MOL_01213,NC(=O)C1C(S)CCC1c1cnccc1O,-7.437,-5.907,1.53,Fase 2_Seletividade
MOL_01214,CNC(=O)C1C(N)CCC1c1cnccc1O,-7.437,-6.514,0.923,Fase 2_Seletividade
MOL_01215,CC1CCC(c2cnccc2N)C1C(=O)O,-7.436,-6.068,1.368,Fase 2_Seletividade
MOL_01216,CCNC(=O)C1C(C)CCC1c1cnccc1C1CC1,-7.436,-6.481,0.955,Fase 2_Seletividade
MOL_01217,CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1,-7.434,-5.897,1.537,Fase 1_Lote Inicial
MOL_01218,CCCC(=O)C1C(OC)CCC1c1cnccc1NC#N,-7.434,-6.553,0.881,Fase 1_Lote Inicial
MOL_01219,CCc1ccncc1C1CCC(O)C1C(=O)O,-7.433,-6.068,1.365,Fase 2_Seletividade
MOL_01220,CC(=O)C1C(N)CCC1c1cnccc1CF,-7.433,-6.252,1.181,Fase 2_Seletividade
MOL_01221,CCNC(=O)C1C(C)CCC1c1cnccc1Br,-7.429,-6.347,1.082,Fase 2_Seletividade
MOL_01222,NC(=O)C(=O)C1C(O)CCC1c1cnccc1CF,-7.428,-6.66,0.768,Fase 3_Super Elite
MOL_01223,CCOC(=O)C1C(C)CCC1c1cnccc1OC,-7.427,-5.431,1.996,Fase 2_Seletividade
MOL_01224,COc1ccncc1C1CCC(N)C1C(C)=O,-7.427,-5.744,1.683,Fase 2_Seletividade
MOL_01225,CCc1ccncc1C1CCC(C#N)C1C(=O)C1CC1,-7.427,-5.902,1.525,Fase 2_Seletividade
MOL_01226,CNC(=O)C1C(CF)CCC1c1cnccc1N,-7.427,-6.394,1.033,Fase 2_Seletividade
MOL_01227,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1C1CO1,-7.426,-5.916,1.51,Fase 1_Lote Inicial
MOL_01228,[C-]#[N+]c1ccncc1C1CCC(F)C1C(=O)CCC,-7.425,-5.696,1.729,Fase 1_Lote Inicial
MOL_01229,CNC(=O)C1C(C#N)CCC1c1cnccc1CF,-7.425,-6.586,0.839,Fase 2_Seletividade
MOL_01230,O=CC(=O)C1C(CF)CCC1c1cnccc1O,-7.424,-5.714,1.71,Fase 2_Seletividade
MOL_01231,CCCC(=O)C1C(CC)CCC1c1cnccc1O,-7.424,-6.268,1.156,Fase 2_Seletividade
MOL_01232,CC1CCC(c2cnccc2F)C1C(=O)O,-7.424,-6.305,1.119,Fase 2_Seletividade
MOL_01233,CCNC(=O)C1C(CC)CCC1c1cnccc1F,-7.424,-6.353,1.071,Fase 2_Seletividade
MOL_01234,CCNC(=O)C1C(N)CCC1c1cnccc1C,-7.424,-6.511,0.913,Fase 2_Seletividade
MOL_01235,N#Cc1ccncc1C1CCC(F)C1C(=O)C1CCC1,-7.424,-6.685,0.739,Fase 2_Seletividade
MOL_01236,CCC1CCC(c2cnccc2F)C1C(=O)C1CC1,-7.423,-5.594,1.829,Fase 2_Seletividade
MOL_01237,CCNC(=O)C1C(C#N)CCC1c1cnccc1C=O,-7.423,-6.69,0.733,Fase 2_Seletividade
MOL_01238,COc1ccncc1C1CCC(OC)C1C(=O)C=O,-7.421,-5.745,1.676,Fase 2_Seletividade
MOL_01239,CCCC(=O)C1C(C#N)CCC1c1cnccc1CC,-7.421,-6.027,1.394,Fase 2_Seletividade
MOL_01240,O=C(C1CC1)C1C(S)CCC1c1cnccc1CF,-7.421,-6.077,1.344,Fase 2_Seletividade
MOL_01241,CCOC(=O)C1C(CF)CCC1c1cnccc1S,-7.42,-5.466,1.954,Fase 2_Seletividade
MOL_01242,CCC(F)C(=O)C1C(C)CCC1c1cnccc1N=[N+]=[N-],-7.42,-6.228,1.192,Fase 1_Lote Inicial
MOL_01243,CC(=O)C1C(O)CCC1c1cnccc1C,-7.42,-6.244,1.176,Fase 2_Seletividade
MOL_01244,CCNC(=O)C1C(CC)CCC1c1cnccc1Br,-7.418,-5.969,1.449,Fase 2_Seletividade
MOL_01245,CCc1ccncc1C1CCC(OC)C1C(C)=O,-7.417,-5.518,1.899,Fase 2_Seletividade
MOL_01246,CCNC(=O)C1C(C#N)CCC1c1cnccc1F,-7.417,-6.372,1.045,Fase 2_Seletividade
MOL_01247,COC(=O)C1C(CF)CCC1c1cnccc1C,-7.416,-5.815,1.601,Fase 2_Seletividade
MOL_01248,O=C(C1CC1)C1C(CF)CCC1c1cnccc1F,-7.415,-5.885,1.53,Fase 3_Super Elite
MOL_01249,CCc1ccncc1C1CCC(N)C1C(=O)OC,-7.415,-6.157,1.258,Fase 2_Seletividade
MOL_01250,CCNC(=O)C1C(CC)CCC1c1cnccc1O,-7.415,-6.647,0.768,Fase 2_Seletividade
MOL_01251,CCCC(=O)C1C(O)CCC1c1cnccc1N,-7.414,-6.143,1.271,Fase 2_Seletividade
MOL_01252,O=CC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-7.412,-5.811,1.601,Fase 2_Seletividade
MOL_01253,CCOC(=O)C1C(CF)CCC1c1cnccc1C(C)C,-7.411,-5.966,1.445,Fase 2_Seletividade
MOL_01254,CCOC(=O)C1C(C#N)CCC1c1cnccc1Br,-7.411,-6.204,1.207,Fase 2_Seletividade
MOL_01255,CCC(=O)C1C(CF)CCC1c1cnccc1OC,-7.41,-5.536,1.874,Fase 2_Seletividade
MOL_01256,CCc1ccncc1C1CCC(OC)C1C(=O)C(C)C,-7.41,-6.005,1.405,Fase 2_Seletividade
MOL_01257,CCC(=O)C1C(CF)CCC1c1cnccc1N,-7.41,-6.005,1.405,Fase 2_Seletividade
MOL_01258,CCC(=O)C1C(O)CCC1c1cnccc1S,-7.41,-6.054,1.356,Fase 2_Seletividade
MOL_01259,CC(=O)C1C(C)CCC1c1cnccc1C(F)F,-7.409,-5.734,1.675,Fase 2_Seletividade
MOL_01260,CCC(=O)C1C(CF)CCC1c1cnccc1F,-7.408,-5.741,1.667,Fase 2_Seletividade
MOL_01261,CCNC(=O)C1C(C=O)CCC1c1cnccc1C,-7.408,-5.757,1.651,Fase 2_Seletividade
MOL_01262,CCC(=O)C1C(C)CCC1c1cnccc1OC,-7.407,-5.947,1.46,Fase 2_Seletividade
MOL_01263,COC1CCC(c2cnccc2C(F)F)C1C(=O)O,-7.406,-5.972,1.434,Fase 2_Seletividade
MOL_01264,Nc1ccncc1C1CCC(S)C1C(=O)C1CC1,-7.406,-6.194,1.212,Fase 2_Seletividade
MOL_01265,CCOC(=O)C1C(F)CCC1c1cnccc1OC,-7.405,-5.568,1.837,Fase 2_Seletividade
MOL_01266,CC(=O)C1C(F)CCC1c1cnccc1C#N,-7.405,-5.876,1.529,Fase 2_Seletividade
MOL_01267,CC(C)c1ccncc1C1CCC(C#N)C1C(=O)C=O,-7.405,-6.18,1.225,Fase 2_Seletividade
MOL_01268,COC(=O)C1C(S)CCC1c1cnccc1F,-7.404,-5.449,1.955,Fase 2_Seletividade
MOL_01269,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1F,-7.404,-5.925,1.479,Fase 2_Seletividade
MOL_01270,CC1CCC(c2cnccc2S)C1C(=O)C(N)=O,-7.403,-5.727,1.676,Fase 2_Seletividade
MOL_01271,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1S,-7.403,-5.751,1.652,Fase 2_Seletividade
MOL_01272,O=C(O)C1C(F)CCC1c1cnccc1O,-7.403,-5.983,1.42,Fase 2_Seletividade
MOL_01273,CCNC(=O)C1C(F)CCC1c1cnccc1C1CC1,-7.403,-6.448,0.955,Fase 2_Seletividade
MOL_01274,CCNC(=O)C1C(CC)CCC1c1cnccc1OC,-7.401,-6.074,1.327,Fase 2_Seletividade
MOL_01275,CC1CCCC1C(=O)C1CC1c1cnccc1NC#N,-7.401,-6.639,0.762,Fase 1_Lote Inicial
MOL_01276,CCOC(=O)C1C(N)CCC1c1cnccc1C(F)F,-7.399,-6.26,1.139,Fase 2_Seletividade
MOL_01277,CCNC(=O)C1C(CF)CCC1c1cnccc1C(C)C,-7.399,-6.45,0.949,Fase 2_Seletividade
MOL_01278,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1Br,-7.398,-6.112,1.286,Fase 2_Seletividade
MOL_01279,CC1CCC(c2cnccc2I)C1C(=O)O,-7.396,-5.838,1.558,Fase 2_Seletividade
MOL_01280,CCOC(=O)C1C(F)CCC1c1cnccc1Br,-7.396,-5.982,1.414,Fase 2_Seletividade
MOL_01281,CC1CCC(c2cnccc2I)C1C(N)=O,-7.396,-6.138,1.258,Fase 2_Seletividade
MOL_01282,CC(=O)C1C(O)CCC1c1cnccc1N,-7.396,-6.14,1.256,Fase 2_Seletividade
MOL_01283,O=Cc1ccncc1C1CCC(F)C1C(=O)O,-7.395,-5.779,1.616,Fase 2_Seletividade
MOL_01284,CCC1CCC(c2cnccc2C#N)C1C(C)=O,-7.395,-6.0,1.395,Fase 2_Seletividade
MOL_01285,COC1CCC(c2cnccc2C(C)C)C1C(=O)O,-7.395,-6.174,1.221,Fase 2_Seletividade
MOL_01286,O=C(O)C(=O)C1C(S)CCC1c1cnccc1F,-7.394,-6.204,1.19,Fase 2_Seletividade
MOL_01287,CCOC(=O)C1C(C)CCC1c1cnccc1Br,-7.393,-5.607,1.786,Fase 2_Seletividade
MOL_01288,COC1CCC(c2cnccc2S)C1C(=O)C(N)=O,-7.393,-5.814,1.579,Fase 2_Seletividade
MOL_01289,COC(=O)C1C(OC)CCC1c1cnccc1O,-7.393,-5.846,1.547,Fase 2_Seletividade
MOL_01290,O=C(O)C(=O)C1C(CF)CCC1c1cnccc1I,-7.393,-6.438,0.955,Fase 2_Seletividade
MOL_01291,N#CC1CCC(c2cnccc2I)C1C(=O)C1CCC1,-7.392,-6.336,1.056,Fase 2_Seletividade
MOL_01292,COc1ccncc1C1CCC(CF)C1C(N)=O,-7.392,-6.417,0.975,Fase 2_Seletividade
MOL_01293,CCNC(=O)C1C(CF)CCC1c1cnccc1Br,-7.392,-6.592,0.8,Fase 2_Seletividade
MOL_01294,CCC1CCC(c2cnccc2C)C1C(=O)O,-7.391,-6.174,1.217,Fase 2_Seletividade
MOL_01295,CCc1ccncc1C1CCC(F)C1C(C)=O,-7.39,-6.086,1.304,Fase 2_Seletividade
MOL_01296,COC(=O)C1C(N)CCC1c1cnccc1CF,-7.389,-5.751,1.638,Fase 2_Seletividade
MOL_01297,CCOC(=O)C1C(N)CCC1c1cnccc1CF,-7.389,-5.889,1.5,Fase 2_Seletividade
MOL_01298,CCC1CCC(c2cnccc2C2CC2)C1C(=O)C(N)=O,-7.389,-6.358,1.031,Fase 2_Seletividade
MOL_01299,NC1CCC(c2cnccc2S)C1C(=O)C1CC1,-7.388,-5.774,1.614,Fase 2_Seletividade
MOL_01300,CCC(=O)C1C(C=O)CCC1c1cnccc1CF,-7.388,-5.813,1.575,Fase 2_Seletividade
MOL_01301,COC1CCC(c2cnccc2O)C1C(=O)C1CC1,-7.388,-6.244,1.144,Fase 2_Seletividade
MOL_01302,CNC(=O)C1C(C)CCC1c1cnccc1CF,-7.387,-5.759,1.628,Fase 2_Seletividade
MOL_01303,COC1CCC(c2cnccc2C#N)C1C(=O)C(C)C,-7.387,-5.964,1.423,Fase 2_Seletividade
MOL_01304,CC(C)C(=O)C1C(CF)CCC1c1cnccc1O,-7.387,-6.026,1.361,Fase 2_Seletividade
MOL_01305,CNC(=O)C1C(O)CCC1c1cnccc1C=O,-7.386,-6.226,1.16,Fase 2_Seletividade
MOL_01306,CCCC(=O)C1C(F)CCC1c1cnccc1I,-7.385,-6.291,1.094,Fase 2_Seletividade
MOL_01307,CCC(=O)C1C(O)CCC1c1cnccc1CF,-7.384,-6.021,1.363,Fase 2_Seletividade
MOL_01308,CCC=CC(=O)C1C(C)CCC1c1cnccc1CF,-7.383,-5.724,1.659,Fase 1_Lote Inicial
MOL_01309,CC1CCC(c2cnccc2I)C1C(=O)C=O,-7.381,-5.834,1.547,Fase 2_Seletividade
MOL_01310,CCCC(=O)C1C(O)CCC1c1cnccc1O,-7.381,-6.336,1.045,Fase 2_Seletividade
MOL_01311,CC1CCC(c2cnccc2N=[N+]=[N-])C1C(=O)CC1CC1,-7.38,-5.608,1.772,Fase 1_Lote Inicial
MOL_01312,NC(=O)C1C(CF)CCC1c1cnccc1I,-7.379,-6.204,1.175,Fase 2_Seletividade
MOL_01313,O=CC(=O)C1C(CF)CCC1c1cnccc1C=O,-7.378,-5.727,1.651,Fase 2_Seletividade
MOL_01314,O=C(C1CC1)C1C(CF)CCC1c1cnccc1Br,-7.378,-5.996,1.382,Fase 3_Super Elite
MOL_01315,COC(=O)C1C(OC)CCC1c1cnccc1N,-7.377,-5.72,1.657,Fase 2_Seletividade
MOL_01316,NC1CCC(c2cnccc2F)C1C(=O)C=O,-7.376,-5.442,1.934,Fase 2_Seletividade
MOL_01317,CCOC(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-7.376,-5.87,1.506,Fase 2_Seletividade
MOL_01318,O=C(O)C(=O)C1C(S)CCC1c1cnccc1CF,-7.376,-5.873,1.503,Fase 2_Seletividade
MOL_01319,CCNC(=O)C1C(O)CCC1c1cnccc1C,-7.376,-6.521,0.855,Fase 2_Seletividade
MOL_01320,N#CC1CCC(c2cnccc2F)C1C(=O)O,-7.376,-6.568,0.808,Fase 2_Seletividade
MOL_01321,CC1CCC(c2cnccc2C=O)C1C(=O)CC1CC1,-7.375,-5.98,1.395,Fase 1_Lote Inicial
MOL_01322,CCNC(=O)C1C(C#N)CCC1c1cnccc1C(C)C,-7.375,-6.527,0.848,Fase 2_Seletividade
MOL_01323,O=CC1CCC(c2cnccc2Br)C1C(=O)C1CC1,-7.373,-6.234,1.139,Fase 2_Seletividade
MOL_01324,CCC(=O)C1C(N)CCC1c1cnccc1CF,-7.369,-5.623,1.746,Fase 2_Seletividade
MOL_01325,COC1CCC(c2cnccc2C(C)C)C1C(N)=O,-7.369,-6.004,1.365,Fase 2_Seletividade
MOL_01326,NC(=O)C1C(C=O)CCC1c1cnccc1C(F)F,-7.369,-6.599,0.77,Fase 2_Seletividade
MOL_01327,NC(=O)C(=O)C1C(S)CCC1c1cnccc1I,-7.367,-5.646,1.721,Fase 2_Seletividade
MOL_01328,CCC1CCC(c2cnccc2S)C1C(=O)C(N)=O,-7.367,-6.217,1.15,Fase 2_Seletividade
MOL_01329,CCC(=O)C1C(C=O)CCC1c1cnccc1Br,-7.366,-5.541,1.825,Fase 2_Seletividade
MOL_01330,CCC(=O)C1C(S)CCC1c1cnccc1N,-7.365,-5.381,1.984,Fase 2_Seletividade
MOL_01331,Cc1ccncc1C1CCC(C#N)C1C(=O)C1CCC1,-7.364,-6.292,1.072,Fase 2_Seletividade
MOL_01332,CNC(=O)C1C(CF)CCC1c1cnccc1OC,-7.364,-6.294,1.07,Fase 2_Seletividade
MOL_01333,O=C(C1CCC1)C1C(O)CCC1c1cnccc1S,-7.364,-6.458,0.906,Fase 2_Seletividade
MOL_01334,CCCC(=O)C1C(F)CCC1c1cnccc1C=NO,-7.363,-5.906,1.457,Fase 1_Lote Inicial
MOL_01335,CC(C)C(=O)C1C(CF)CCC1c1cnccc1C1CC1,-7.363,-6.351,1.012,Fase 3_Super Elite
MOL_01336,COc1ccncc1C1CCC(C#N)C1C(=O)C=O,-7.36,-6.006,1.354,Fase 2_Seletividade
MOL_01337,CC1CCC(c2cnccc2Br)C1C(=O)O,-7.357,-5.767,1.59,Fase 2_Seletividade
MOL_01338,CCc1ccncc1C1CCC(C#N)C1C(=O)C(C)C,-7.357,-6.301,1.056,Fase 2_Seletividade
MOL_01339,CC(C)C(=O)C1C(O)CCC1c1cnccc1C(C)C,-7.357,-6.389,0.968,Fase 2_Seletividade
MOL_01340,CCOC(=O)C1C(CC)CCC1c1cnccc1Br,-7.356,-5.695,1.661,Fase 2_Seletividade
MOL_01341,CC(=O)C1C(C=O)CCC1c1cnccc1C,-7.355,-6.151,1.204,Fase 2_Seletividade
MOL_01342,COC(=O)C1C(CF)CCC1c1cnccc1O,-7.354,-5.763,1.591,Fase 2_Seletividade
MOL_01343,CCNC(=O)C1C(N)CCC1c1cnccc1Br,-7.354,-6.31,1.044,Fase 2_Seletividade
MOL_01344,COc1ccncc1C1CCC(C)C1C(C)=O,-7.352,-5.852,1.5,Fase 2_Seletividade
MOL_01345,CCNC(=O)C1C(CF)CCC1c1cnccc1I,-7.352,-6.674,0.678,Fase 2_Seletividade
MOL_01346,CC(C)C(=O)C1C(S)CCC1c1cnccc1Br,-7.351,-5.496,1.855,Fase 2_Seletividade
MOL_01347,NC(=O)C1C(S)CCC1c1cnccc1Br,-7.35,-5.637,1.713,Fase 2_Seletividade
MOL_01348,CC(=O)C1C(F)CCC1c1cnccc1O,-7.348,-5.684,1.664,Fase 2_Seletividade
MOL_01349,CCCC(=O)C1C(CC)CCC1c1cnccc1C1CO1,-7.347,-5.879,1.468,Fase 1_Lote Inicial
MOL_01350,CCC(=O)C1C(C=O)CCC1c1cnccc1CC,-7.347,-6.106,1.241,Fase 2_Seletividade
MOL_01351,CCC(=O)C1C(F)CCC1c1cnccc1N,-7.346,-5.915,1.431,Fase 2_Seletividade
MOL_01352,O=C(O)C1C(S)CCC1c1cnccc1F,-7.345,-5.768,1.577,Fase 2_Seletividade
MOL_01353,COc1ccncc1C1CCC(C)C1C(=O)O,-7.345,-6.037,1.308,Fase 2_Seletividade
MOL_01354,O=Cc1ccncc1C1CCC(CF)C1C(=O)O,-7.344,-6.1,1.244,Fase 2_Seletividade
MOL_01355,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1C#N,-7.342,-5.764,1.578,Fase 2_Seletividade
MOL_01356,CC(=O)C1C(C#N)CCC1c1cnccc1N,-7.342,-6.243,1.099,Fase 2_Seletividade
MOL_01357,CCC(=O)C1C(C#N)CCC1c1cnccc1F,-7.341,-6.356,0.985,Fase 2_Seletividade
MOL_01358,CC(=O)C1C(C)CCC1c1cnccc1N,-7.339,-5.846,1.493,Fase 2_Seletividade
MOL_01359,CCC(=O)C1C(F)CCC1c1cnccc1S,-7.339,-5.927,1.412,Fase 2_Seletividade
MOL_01360,CCC(=O)C1C(OC)CCC1c1cnccc1C1CC1,-7.338,-5.633,1.705,Fase 2_Seletividade
MOL_01361,O=CC(=O)C1C(C=O)CCC1c1cnccc1CF,-7.338,-5.739,1.599,Fase 2_Seletividade
MOL_01362,CCC(=O)C1C(C#N)CCC1c1cnccc1CF,-7.338,-5.893,1.445,Fase 2_Seletividade
MOL_01363,CC(=O)C1C(N)CCC1c1cnccc1C1CC1,-7.338,-6.477,0.861,Fase 2_Seletividade
MOL_01364,CC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-7.337,-6.109,1.228,Fase 2_Seletividade
MOL_01365,O=C(C1CC1)C1C(S)CCC1c1cnccc1C1CC1,-7.337,-6.257,1.08,Fase 2_Seletividade
MOL_01366,CCOC(=O)C1C(O)CCC1c1cnccc1CC,-7.336,-5.86,1.476,Fase 2_Seletividade
MOL_01367,COC(=O)C1C(O)CCC1c1cnccc1N,-7.336,-5.946,1.39,Fase 3_Super Elite
MOL_01368,CCCC(=O)C1C(O)CCC1c1cnccc1NC#N,-7.335,-6.113,1.222,Fase 1_Lote Inicial
MOL_01369,COC1CCC(c2cnccc2C(C)C)C1C(=O)C(=O)O,-7.335,-6.326,1.009,Fase 2_Seletividade
MOL_01370,CCOC(=O)C1C(OC)CCC1c1cnccc1CC,-7.334,-5.444,1.89,Fase 2_Seletividade
MOL_01371,CCCC(=O)C1C(OC)CCC1c1cnccc1N,-7.334,-5.904,1.43,Fase 2_Seletividade
MOL_01372,O=CC(=O)C1C(F)CCC1c1cnccc1Br,-7.333,-5.63,1.703,Fase 2_Seletividade
MOL_01373,O=C(C1CC1)C1C(CF)CCC1c1cnccc1I,-7.333,-5.782,1.551,Fase 2_Seletividade
MOL_01374,CCNC(=O)C1C(C=O)CCC1c1cnccc1F,-7.332,-6.661,0.671,Fase 2_Seletividade
MOL_01375,COC(=O)C1C(C#N)CCC1c1cnccc1O,-7.331,-5.848,1.483,Fase 2_Seletividade
MOL_01376,CCc1ccncc1C1CCC(S)C1C(N)=O,-7.331,-6.197,1.134,Fase 2_Seletividade
MOL_01377,CCOC(=O)C1C(C#N)CCC1c1cnccc1C1CC1,-7.331,-6.267,1.064,Fase 2_Seletividade
MOL_01378,CCOC(=O)C1C(S)CCC1c1cnccc1CC,-7.33,-5.501,1.829,Fase 2_Seletividade
MOL_01379,COC1CCC(c2cnccc2C(F)F)C1C(=O)C1CCC1,-7.33,-6.952,0.378,Fase 2_Seletividade
MOL_01380,CNC(=O)C1C(CF)CCC1c1cnccc1O,-7.329,-6.376,0.953,Fase 2_Seletividade
MOL_01381,CCNC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-7.329,-6.611,0.718,Fase 2_Seletividade
MOL_01382,CCC1CCC(c2cnccc2Br)C1C(=O)OC,-7.328,-5.687,1.641,Fase 2_Seletividade
MOL_01383,CNC(=O)C1C(CF)CCC1c1cnccc1S,-7.327,-5.696,1.631,Fase 2_Seletividade
MOL_01384,CCCC(=O)C1CCCC1(C)Cc1cnccc1NC#N,-7.327,-6.011,1.316,Fase 1_Lote Inicial
MOL_01385,COC(=O)C1C(C#N)CCC1c1cnccc1C(C)C,-7.327,-6.115,1.212,Fase 2_Seletividade
