ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Origem_Historica
MOL_00001,Cc1cc(C=NO)c(C2CCC(C)C2C(=O)CC(C)C)cn1,-10.18,-6.083,4.097,Fase 4_Mutantes Geração 2
MOL_00002,CC(=O)c1ccncc1C1CCC(C)C1C(=O)CC(C)C,-9.735,-5.679,4.056,Fase 4_Mutantes Geração 2
MOL_00003,Cc1cc(C=CF)c(C2CCC(F)C2C(=O)C(C)C)cn1,-9.735,-6.639,3.096,Fase 4_Mutantes Geração 2
MOL_00004,CCC(C)CC(=O)C1C(C)CCC1c1cnc(C)cc1C=NO,-9.422,-6.218,3.2040000000000006,Fase 5_Híbridos Geração 3
MOL_00005,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C=NO,-9.4,-6.258,3.142,Fase 1_Lote Inicial
MOL_00006,CC(C)CC(=O)C1C(C)CCC1c1cnccc1NC#N,-9.37,-6.728,2.642,Fase 1_Lote Inicial
MOL_00007,Cc1cncc(C2CCC(F)C2C(=O)C(C)C)c1C=CF,-9.369,-6.766,2.603,Fase 4_Mutantes Geração 2
MOL_00008,Cc1nccc(C=NO)c1C1CCC(C)C1C(=O)CC(C)C,-9.313,-6.151,3.162,Fase 4_Mutantes Geração 2
MOL_00009,CCC1CCC(c2cnc(C)cc2C=NO)C1C(=O)CC(C)C,-9.257,-6.201,3.056,Fase 5_Híbridos Geração 3
MOL_00010,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)=CC,-9.231,-6.263,2.968,Fase 1_Lote Inicial
MOL_00011,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC1CCC1F,-9.228,-7.09,2.138,Fase 1_Lote Inicial
MOL_00012,CCCC(=O)C1C(C)CCC1c1cnccc1-c1nnn[nH]1,-9.215,-6.77,2.445,Fase 4_Mutantes Geração 2
MOL_00013,Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1C,-9.187,-5.869,3.318,Evolução Interativa Gen 6
MOL_00014,CCC(C)CC(=O)C1C(C)CCC1c1cnccc1C=NO,-9.164,-6.392,2.772,Fase 4_Mutantes Geração 2
MOL_00015,CC(=O)c1cc(C)ncc1C1CCC(C)C1C(=O)CC(C)C,-9.14,-6.522,2.6180000000000003,Fase 5_Híbridos Geração 3
MOL_00016,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1C1CC1,-9.078,-6.611,2.467,Fase 1_Lote Inicial
MOL_00017,CC(C)C(=O)C1C(C)CCC1c1cnccc1N,-9.065,-6.22,2.845,Fase 3_Super Elite
MOL_00018,CC(C)C(=O)C1C(F)CCC1c1cnccc1C=CF,-9.064,-5.899,3.165,Fase 1_Lote Inicial
MOL_00019,CC(C)C(=O)C1C(C)CCC1c1cnccc1C(F)F,-9.043,-6.399,2.644,Fase 3_Super Elite
MOL_00020,CCCC(=O)C1C(C)CCC1c1cnccc1C=NO,-9.016,-5.873,3.143,Fase 4_Mutantes Geração 2
MOL_00021,CC(C)C(=O)C1C(F)CCC1c1cnccc1NC#N,-9.015,-6.505,2.51,Fase 1_Lote Inicial
MOL_00022,CCC(C)CC(=O)C1C(C)CCC1c1cnccc1C(C)=O,-8.999,-6.541,2.458,Fase 5_Híbridos Geração 3
MOL_00023,CC(C)c1ccncc1C1CCC(CF)C1C(=O)C(N)=O,-8.977,-6.353,2.624,Fase 2_Seletividade
MOL_00024,NC(=O)C(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.969,-6.555,2.414,Fase 3_Super Elite
MOL_00025,CCCC(=O)C1C(C)CCC1c1cnc(C)cc1C#N,-8.958,-5.666,3.292,Fase 4_Mutantes Geração 2
MOL_00026,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C1CO1,-8.957,-6.325,2.632,Fase 1_Lote Inicial
MOL_00027,N#CC1CCC(c2cnccc2C2CC2)C1C(=O)C1CCC1,-8.956,-6.209,2.747,Fase 2_Seletividade
MOL_00028,N#Cc1ccncc1C1CCC(CF)C1C(=O)C1CCC1,-8.956,-6.382,2.574,Fase 2_Seletividade
MOL_00029,N#Cc1ccncc1C1CCC(O)C1C(=O)C1CCC1,-8.95,-6.332,2.618,Fase 2_Seletividade
MOL_00030,CC(C)C(=O)C1C(C)CCC1c1cnccc1C1CO1,-8.943,-5.841,3.102,Fase 1_Lote Inicial
MOL_00031,NC(=O)C(=O)C1C(F)CCC1c1cnccc1F,-8.941,-6.194,2.747,Fase 3_Super Elite
MOL_00032,CC1CCC(c2cnccc2C=CF)C1C(=O)CC(F)(F)F,-8.935,-6.369,2.566,Fase 1_Lote Inicial
MOL_00033,Cc1ccncc1C1CCC(F)C1C(=O)C(N)=O,-8.908,-6.218,2.69,Fase 2_Seletividade
MOL_00034,Cc1ccncc1C1CCC(C)C1C(=O)C(N)=O,-8.906,-6.268,2.638,Fase 2_Seletividade
MOL_00035,C=CCC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.887,-6.096,2.791,Fase 1_Lote Inicial
MOL_00036,Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1F,-8.872,-6.033,2.8389999999999995,Evolução Interativa Gen 7
MOL_00037,CC=CC(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.862,-6.35,2.512,Fase 1_Lote Inicial
MOL_00038,[N-]=[N+]=Nc1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.854,-6.179,2.675,Fase 1_Lote Inicial
MOL_00039,COC(=O)c1ccncc1C1CCC(F)C1C(=O)C(C)C,-8.839,-6.211,2.628,Fase 1_Lote Inicial
MOL_00040,Cc1cc(C=NO)c(C2CCC(C)C2C(=O)CC(C)C)c(F)n1,-8.829,-5.913,2.9160000000000004,Evolução Interativa Gen 6
MOL_00041,CCC(F)C(=O)C1C(C)CCC1c1cnccc1C=NO,-8.829,-6.685,2.144,Fase 1_Lote Inicial
MOL_00042,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C#N,-8.822,-5.517,3.305,Fase 4_Mutantes Geração 2
MOL_00043,CC1CCC(c2cnccc2C2CC2)C1C(=O)C(N)=O,-8.819,-6.507,2.312,Fase 3_Super Elite
MOL_00044,C=C=Cc1ccncc1C1CC1C(=O)C1CCCC1C,-8.805,-5.887,2.918,Fase 1_Lote Inicial
MOL_00045,CC1CCC(c2cnccc2NC#N)C1C(=O)CC1CC1,-8.804,-6.774,2.03,Fase 1_Lote Inicial
MOL_00046,CC(C)C(=O)C1C(C)CCC1c1cnccc1F,-8.8,-6.052,2.748,Fase 3_Super Elite
MOL_00047,CC1CCC(c2cnccc2C2CO2)C1C(=O)CC(F)(F)F,-8.793,-6.475,2.318,Fase 1_Lote Inicial
MOL_00048,CCCCC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.79,-5.61,3.18,Fase 1_Lote Inicial
MOL_00049,CC1CCC(c2cnccc2C(F)F)C1C(=O)C(N)=O,-8.78,-6.738,2.042,Fase 3_Super Elite
MOL_00050,C=C=Cc1ccncc1C1CCC(F)C1C(=O)C=CC,-8.774,-6.162,2.612,Fase 1_Lote Inicial
MOL_00051,CC1CCC(c2cnccc2N=[N+]=[N-])C1C(=O)CC(F)(F)F,-8.76,-6.041,2.719,Fase 1_Lote Inicial
MOL_00052,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1N=[N+]=[N-],-8.76,-6.505,2.255,Fase 1_Lote Inicial
MOL_00053,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1CF,-8.756,-6.264,2.492,Fase 1_Lote Inicial
MOL_00054,CC=CC(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.755,-6.143,2.612,Fase 1_Lote Inicial
MOL_00055,O=C(C1CCC1)C1C(F)CCC1c1cnccc1O,-8.753,-6.514,2.239,Fase 2_Seletividade
MOL_00056,CC(F)CC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.751,-6.364,2.387,Fase 1_Lote Inicial
MOL_00057,O=C(C1CCC1)C1C(O)CCC1c1cnccc1C(F)F,-8.746,-6.016,2.73,Fase 2_Seletividade
MOL_00058,CC1CCC(c2cnccc2C(F)F)C1C(=O)CC(F)(F)F,-8.744,-6.647,2.097,Fase 1_Lote Inicial
MOL_00059,CCCC(=O)C1C(C)CCC1c1cnccc1C#N,-8.733,-5.528,3.205,Fase 3_Super Elite
MOL_00060,CC(C)C(=O)C1C(F)CCC1c1cnccc1F,-8.732,-6.027,2.705,Fase 2_Seletividade
MOL_00061,CC(C)C(=O)C1C(C)CCC1c1cnccc1C=CF,-8.726,-6.491,2.235,Fase 1_Lote Inicial
MOL_00062,CC(C)c1ccncc1C1CCC(F)C1C(=O)C(N)=O,-8.725,-6.371,2.354,Fase 2_Seletividade
MOL_00063,CCC(C)C(=O)C1C(F)CCC1c1cnccc1C=CF,-8.723,-6.101,2.622,Fase 4_Mutantes Geração 2
MOL_00064,CCNC(=O)C1C(C#N)CCC1c1cnccc1C(F)F,-8.722,-6.675,2.047,Fase 2_Seletividade
MOL_00065,CC1CCC(c2cnccc2F)C1C(=O)C1CCC1,-8.707,-6.204,2.503,Fase 2_Seletividade
MOL_00066,CC1CCC(c2cnccc2C=NO)C1C(=O)C(C)(C)C,-8.706,-6.77,1.936,Fase 1_Lote Inicial
MOL_00067,C=C=Cc1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.705,-6.28,2.425,Fase 1_Lote Inicial
MOL_00068,O=C(C1CC1)C1C(F)CCC1c1cnccc1C1CC1,-8.702,-6.369,2.333,Fase 2_Seletividade
MOL_00069,CC=CC(=O)C1C(C)CCC1c1cnccc1C#CF,-8.699,-6.096,2.603,Fase 1_Lote Inicial
MOL_00070,CCC(C)C(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.696,-6.577,2.119,Fase 1_Lote Inicial
MOL_00071,CC(C)C(=O)C1C(O)CCC1c1cnccc1CF,-8.693,-5.905,2.788,Fase 2_Seletividade
MOL_00072,CCC1CCC(c2cnccc2C=NO)C1C(=O)CC(C)C,-8.688,-6.266,2.422,Fase 4_Mutantes Geração 2
MOL_00073,CC(C)C(=O)C1C(F)CCC1c1cnccc1C=NO,-8.682,-6.415,2.267,Fase 1_Lote Inicial
MOL_00074,CC1CCC(c2cnccc2CF)C1C(=O)C(N)=O,-8.68,-6.33,2.35,Fase 2_Seletividade
MOL_00075,CCCC(=O)C1C(C)CCC1c1cnccc1C,-8.679,-5.871,2.808,Fase 2_Seletividade
MOL_00076,Cc1ccncc1C1CCC(F)C1C(=O)C(=O)O,-8.674,-6.103,2.571,Fase 2_Seletividade
MOL_00077,NC(=O)C(=O)C1C(CF)CCC1c1cnccc1C(F)F,-8.674,-6.314,2.36,Fase 2_Seletividade
MOL_00078,CNC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-8.668,-6.476,2.192,Fase 2_Seletividade
MOL_00079,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C=O,-8.664,-6.106,2.558,Fase 1_Lote Inicial
MOL_00080,C=C=Cc1ccncc1C1CCC(F)C1C(=O)CCC,-8.663,-5.729,2.934,Fase 1_Lote Inicial
MOL_00081,CC=CC(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.662,-6.439,2.223,Fase 1_Lote Inicial
MOL_00082,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC(C)C,-8.658,-6.036,2.622,Fase 1_Lote Inicial
MOL_00083,CCC=CC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.654,-6.658,1.996,Fase 1_Lote Inicial
MOL_00084,CC(C)C(=O)C1C(F)CCC1c1cnccc1Br,-8.651,-5.768,2.883,Fase 3_Super Elite
MOL_00085,CCC(C)C(=O)C1C(C)CCC1c1cnccc1C#N,-8.65,-5.285,3.365,Fase 4_Mutantes Geração 2
MOL_00086,COC(=O)c1ccncc1C1CCC(C)C1C(=O)CC1CCC1F,-8.649,-6.312,2.337,Fase 1_Lote Inicial
MOL_00087,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C=NO,-8.636,-6.902,1.734,Fase 1_Lote Inicial
MOL_00088,CC(C)C(C)C(=O)C1C(C)CCC1c1cnccc1C=NO,-8.631,-6.518,2.113,Fase 4_Mutantes Geração 2
MOL_00089,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C#CF,-8.624,-6.881,1.743,Fase 1_Lote Inicial
MOL_00090,COc1ccncc1C1CCC(C)C1C(=O)C(C)C,-8.623,-5.842,2.781,Fase 2_Seletividade
MOL_00091,CC=CC(=O)C1C(F)CCC1c1cnccc1N=[N+]=[N-],-8.622,-6.149,2.473,Fase 1_Lote Inicial
MOL_00092,CC=CC(=O)C1C(F)CCC1c1cnccc1C#CF,-8.618,-6.099,2.519,Fase 1_Lote Inicial
MOL_00093,C=CCC(=O)C1C(C)CCC1c1cnccc1C1CC1,-8.608,-5.615,2.993,Fase 1_Lote Inicial
MOL_00094,CCc1ccncc1C1CCC(C#N)C1C(=O)C1CCC1,-8.607,-6.149,2.458,Fase 2_Seletividade
MOL_00095,CCC(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.605,-5.904,2.701,Fase 3_Super Elite
MOL_00096,CC1CCC(c2cnccc2C#CF)C1C(=O)CC1CCC1F,-8.604,-6.567,2.037,Fase 1_Lote Inicial
MOL_00097,CC(C)C(=O)C1C(F)CCC1c1cnccc1N=[N+]=[N-],-8.6,-6.23,2.37,Fase 1_Lote Inicial
MOL_00098,O=C(C1CCC1)C1C(F)CCC1c1cnccc1S,-8.597,-6.218,2.379,Fase 2_Seletividade
MOL_00099,CCC1CCC(c2cnccc2C(F)F)C1C(=O)NC,-8.593,-6.48,2.113,Fase 2_Seletividade
MOL_00100,NC(=O)C(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.591,-6.509,2.082,Fase 3_Super Elite
MOL_00101,CC(C)C(=O)C1C(C#N)CCC1c1cnccc1C#N,-8.59,-6.423,2.167,Fase 2_Seletividade
MOL_00102,Cc1ccncc1C1CCC(C)C1C(=O)C(C)C,-8.581,-6.052,2.529,Fase 2_Seletividade
MOL_00103,CNC(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.579,-6.837,1.742,Fase 2_Seletividade
MOL_00104,CC=CC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.577,-7.21,1.367,Fase 1_Lote Inicial
MOL_00105,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC(F)(F)F,-8.575,-6.678,1.897,Fase 1_Lote Inicial
MOL_00106,N#Cc1ccncc1C1CCC(F)C1C(=O)C(N)=O,-8.573,-6.751,1.822,Fase 3_Super Elite
MOL_00107,NC(=O)C(=O)C1C(CF)CCC1c1cnccc1F,-8.571,-6.871,1.7,Fase 2_Seletividade
MOL_00108,O=C(O)C(=O)C1C(F)CCC1c1cnccc1F,-8.569,-6.247,2.322,Fase 2_Seletividade
MOL_00109,N#CC1CCC(c2cnccc2CF)C1C(=O)C1CC1,-8.568,-6.071,2.497,Fase 2_Seletividade
MOL_00110,CCC(=O)C1C(F)CCC1c1cnccc1C#N,-8.567,-5.939,2.628,Fase 1_Lote Inicial
MOL_00111,Cc1ccncc1C1CCC(O)C1C(=O)C(C)C,-8.565,-6.393,2.172,Fase 2_Seletividade
MOL_00112,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)CC,-8.561,-6.029,2.532,Fase 1_Lote Inicial
MOL_00113,O=C(O)C(=O)C1C(F)CCC1c1cnccc1CF,-8.559,-6.167,2.392,Fase 2_Seletividade
MOL_00114,C=Cc1ccncc1C1CCC(C)C1C(=O)CC(F)(F)F,-8.549,-6.474,2.075,Fase 1_Lote Inicial
MOL_00115,CC(C)c1ccncc1C1CCC(N)C1C(=O)C1CC1,-8.545,-6.465,2.08,Fase 2_Seletividade
MOL_00116,CC(C)C(=O)C1C(F)CCC1c1cnccc1C=O,-8.543,-6.003,2.54,Fase 2_Seletividade
MOL_00117,CC1CCC(c2cnccc2C=O)C1C(=O)C1CC1,-8.543,-6.105,2.438,Fase 2_Seletividade
MOL_00118,CC1CCC(c2cnccc2C#N)C1C(=O)CC(F)(F)F,-8.543,-6.149,2.394,Fase 1_Lote Inicial
MOL_00119,CC(C)C(=O)C1C(Cl)CCC1c1cnccc1C=CF,-8.54,-6.057,2.483,Fase 4_Mutantes Geração 2
MOL_00120,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1C=NO,-8.537,-6.231,2.306,Fase 1_Lote Inicial
MOL_00121,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CCCC,-8.536,-5.859,2.677,Fase 1_Lote Inicial
MOL_00122,C=C=Cc1ccncc1C1CCC(F)C1C(=O)C(C)C,-8.532,-6.321,2.211,Fase 1_Lote Inicial
MOL_00123,CC(F)CC(=O)C1C(C)CCC1c1cnccc1C1CC1,-8.532,-6.414,2.118,Fase 1_Lote Inicial
MOL_00124,Cc1ccncc1C1CCC(F)C1C(=O)C1CCC1,-8.531,-6.876,1.655,Fase 2_Seletividade
MOL_00125,CC1CCC(c2cnccc2C2CC2)C1C(N)=O,-8.528,-6.099,2.429,Fase 2_Seletividade
MOL_00126,CC=CC(=O)C1C(F)CCC1c1cnccc1C#N,-8.527,-5.951,2.576,Fase 1_Lote Inicial
MOL_00127,CCc1ccncc1C1CCC(C)C1C(N)=O,-8.522,-5.94,2.582,Fase 2_Seletividade
MOL_00128,O=C(O)C(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.518,-6.641,1.877,Fase 2_Seletividade
MOL_00129,CCCCC(=O)C1C(C)CCC1c1cnccc1C#N,-8.517,-5.808,2.709,Fase 4_Mutantes Geração 2
MOL_00130,CC(C)C(=O)C1C(F)CCC1c1cnccc1I,-8.51,-5.778,2.732,Fase 3_Super Elite
MOL_00131,CCC1CCC(c2cnccc2C2CC2)C1C(N)=O,-8.51,-6.259,2.251,Fase 2_Seletividade
MOL_00132,CC(C)C(=O)C1C(F)CCC1c1cnccc1C=CCl,-8.51,-6.613,1.897,Fase 4_Mutantes Geração 2
MOL_00133,NC(=O)C(=O)C1C(F)CCC1c1cnccc1Br,-8.509,-6.006,2.503,Fase 3_Super Elite
MOL_00134,COC(=O)c1ccncc1C1CCC(C)C1C(=O)CC(C)F,-8.509,-6.208,2.301,Fase 1_Lote Inicial
MOL_00135,O=C(C1CC1)C1C(F)CCC1c1cnccc1C(F)F,-8.505,-5.898,2.607,Fase 3_Super Elite
MOL_00136,CC(C)C(=O)C1C(F)CCC1c1cnccc1C1CO1,-8.503,-6.628,1.875,Fase 1_Lote Inicial
MOL_00137,N#CNc1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.501,-6.704,1.797,Fase 1_Lote Inicial
MOL_00138,CC(C)C(=O)C1C(CF)CCC1c1cnccc1C=O,-8.5,-6.332,2.168,Fase 2_Seletividade
MOL_00139,CCC(=O)C1C(CF)CCC1c1cnccc1C1CC1,-8.498,-6.12,2.378,Fase 3_Super Elite
MOL_00140,CCc1cc(C=NO)c(C2CCC(C)C2C(=O)CC(C)C)cn1,-8.498,-6.329,2.169,Fase 5_Híbridos Geração 3
MOL_00141,O=Cc1ccncc1C1CCC(F)C1C(=O)C1CC1,-8.495,-6.091,2.404,Fase 2_Seletividade
MOL_00142,O=CC1CCC(c2cnccc2C2CC2)C1C(=O)C1CCC1,-8.494,-6.145,2.349,Fase 2_Seletividade
MOL_00143,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C(F)CC,-8.492,-6.291,2.201,Fase 1_Lote Inicial
MOL_00144,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)C(C)=CC,-8.489,-6.093,2.396,Fase 1_Lote Inicial
MOL_00145,CNC(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.488,-6.854,1.634,Fase 2_Seletividade
MOL_00146,CCC(=O)C1C(C)CCC1c1cnccc1F,-8.485,-5.831,2.654,Fase 3_Super Elite
MOL_00147,CC1CCC(c2cnccc2CF)C1C(=O)C(=O)O,-8.478,-6.212,2.266,Fase 2_Seletividade
MOL_00148,N#Cc1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.474,-6.377,2.097,Fase 1_Lote Inicial
MOL_00149,O=C(O)C(=O)C1C(CF)CCC1c1cnccc1C(F)F,-8.458,-6.125,2.333,Fase 2_Seletividade
MOL_00150,CCC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.456,-5.747,2.709,Fase 1_Lote Inicial
MOL_00151,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C=CF,-8.454,-6.606,1.848,Fase 1_Lote Inicial
MOL_00152,CCC(F)C(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.453,-6.632,1.821,Fase 1_Lote Inicial
MOL_00153,Cc1ccncc1C1CCC(C=O)C1C(=O)C(C)C,-8.452,-6.295,2.157,Fase 2_Seletividade
MOL_00154,C=CCC(=O)C1C(F)CCC1c1cnccc1C#N,-8.451,-6.104,2.347,Fase 1_Lote Inicial
MOL_00155,N#Cc1ccncc1C1CCC(N)C1C(=O)C1CCC1,-8.451,-6.68,1.771,Fase 2_Seletividade
MOL_00156,CCC=CC(=O)C1C(C)CCC1c1cnccc1C#N,-8.445,-6.338,2.107,Fase 1_Lote Inicial
MOL_00157,CCc1ccncc1C1CCC(C)C1C(=O)C(N)=O,-8.44,-6.345,2.095,Fase 2_Seletividade
MOL_00158,CCC(=O)C1C(F)CCC1c1cnccc1CF,-8.434,-5.916,2.518,Fase 2_Seletividade
MOL_00159,CCC(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.432,-5.959,2.473,Fase 2_Seletividade
MOL_00160,COC(=O)c1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.431,-5.918,2.513,Fase 1_Lote Inicial
MOL_00161,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.425,-6.47,1.955,Fase 1_Lote Inicial
MOL_00162,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)C(F)CC,-8.421,-6.061,2.36,Fase 1_Lote Inicial
MOL_00163,NC(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.417,-6.714,1.703,Fase 2_Seletividade
MOL_00164,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C#CF,-8.415,-6.0,2.415,Fase 1_Lote Inicial
MOL_00165,C=Cc1ccncc1C1CCC(C)C1C(=O)CC,-8.411,-5.922,2.489,Fase 1_Lote Inicial
MOL_00166,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C=CC,-8.41,-5.71,2.7,Fase 1_Lote Inicial
MOL_00167,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)CC(C)F,-8.408,-6.066,2.342,Fase 1_Lote Inicial
MOL_00168,C=CCC(=O)C1C(F)CCC1c1cnccc1C#CF,-8.407,-5.738,2.669,Fase 1_Lote Inicial
MOL_00169,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CCC,-8.406,-5.522,2.884,Fase 1_Lote Inicial
MOL_00170,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC(C)F,-8.401,-6.367,2.034,Fase 1_Lote Inicial
MOL_00171,O=C(O)C(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.4,-6.153,2.247,Fase 2_Seletividade
MOL_00172,CC1CCC(c2cnccc2F)C1C(=O)C(N)=O,-8.4,-6.171,2.229,Fase 3_Super Elite
MOL_00173,CC=C(C)C(=O)C1C(C)CCC1c1cnccc1C=CF,-8.4,-6.278,2.122,Fase 1_Lote Inicial
MOL_00174,O=C(C1CCC1)C1C(CF)CCC1c1cnccc1O,-8.399,-6.248,2.151,Fase 2_Seletividade
MOL_00175,CC1CCC(c2cnccc2C=O)C1C(=O)CC(F)(F)F,-8.399,-6.3,2.099,Fase 1_Lote Inicial
MOL_00176,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C(F)F,-8.399,-6.315,2.084,Fase 1_Lote Inicial
MOL_00177,O=C(C1CCC1)C1C(O)CCC1c1cnccc1C1CC1,-8.395,-6.984,1.411,Fase 2_Seletividade
MOL_00178,O=C(C1CC1)C1C(F)CCC1c1cnccc1F,-8.393,-6.247,2.146,Fase 3_Super Elite
MOL_00179,CC(F)CC(=O)C1C(C)CCC1c1cnccc1C=NO,-8.392,-5.87,2.522,Fase 1_Lote Inicial
MOL_00180,CC=CC(=O)C1C(F)CCC1c1cnccc1CF,-8.392,-6.394,1.998,Fase 1_Lote Inicial
MOL_00181,C=CCC(=O)C1C(F)CCC1c1cnccc1C1CC1,-8.389,-6.071,2.318,Fase 1_Lote Inicial
MOL_00182,[C-]#[N+]c1ccncc1C1CCC(F)C1C(=O)CC=C,-8.388,-6.364,2.024,Fase 1_Lote Inicial
MOL_00183,CC1CCC(c2cnccc2CF)C1C(=O)O,-8.387,-5.883,2.504,Fase 2_Seletividade
MOL_00184,CC1CCC(c2cnccc2C#N)C1C(=O)C(N)=O,-8.386,-6.698,1.688,Fase 3_Super Elite
MOL_00185,CC(C)C(=O)C1C(C#N)CCC1c1cnccc1C=O,-8.385,-6.146,2.239,Fase 2_Seletividade
MOL_00186,O=C(O)C(=O)C1C(F)CCC1c1cnccc1Br,-8.384,-6.087,2.297,Fase 2_Seletividade
MOL_00187,NC1CCC(c2cnccc2O)C1C(=O)C1CCC1,-8.381,-6.974,1.407,Fase 2_Seletividade
MOL_00188,Cc1cc(C=NO)c(C2CCC(C)C2C(=O)CC(C)C)c(C)n1,-8.379,-6.3,2.079,Fase 5_Híbridos Geração 3
MOL_00189,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)C=CCC,-8.373,-6.093,2.28,Fase 1_Lote Inicial
MOL_00190,N#Cc1ccncc1C1CCC(F)C1C(=O)C1CC1,-8.371,-6.197,2.174,Fase 2_Seletividade
MOL_00191,COc1ccncc1C1CCC(C)C1C(=O)C(=O)O,-8.37,-6.043,2.327,Fase 2_Seletividade
MOL_00192,CCCCC(=O)C1C(C)CCC1c1cnccc1C#CF,-8.369,-5.943,2.426,Fase 1_Lote Inicial
MOL_00193,CC(C)c1ccncc1C1CCC(O)C1C(=O)C1CCC1,-8.366,-6.075,2.291,Fase 2_Seletividade
MOL_00194,CC1CCC(c2cnccc2C(F)F)C1C(N)=O,-8.366,-6.191,2.175,Fase 2_Seletividade
MOL_00195,CC(C)C(=O)C1C(CF)CCC1c1cnccc1N,-8.365,-5.918,2.447,Fase 2_Seletividade
MOL_00196,Cc1ccncc1C1CCC(C)C1C(=O)C(=O)O,-8.36,-5.984,2.376,Fase 2_Seletividade
MOL_00197,CNC(=O)C1C(F)CCC1c1cnccc1C#N,-8.359,-6.55,1.809,Fase 2_Seletividade
MOL_00198,CNC(=O)C1C(C)CCC1c1cnccc1I,-8.357,-6.503,1.854,Fase 2_Seletividade
MOL_00199,O=C(C1CC1)C1C(O)CCC1c1cnccc1F,-8.355,-6.443,1.912,Fase 2_Seletividade
MOL_00200,COC(=O)C1C(F)CCC1c1cnccc1C(C)C,-8.353,-6.046,2.307,Fase 2_Seletividade
MOL_00201,NC(=O)C1C(O)CCC1c1cnccc1C1CC1,-8.353,-6.54,1.813,Fase 2_Seletividade
MOL_00202,CCCC(=O)C1C(C)CCC1c1cnccc1C1CO1,-8.351,-6.135,2.216,Fase 1_Lote Inicial
MOL_00203,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C(C)CC,-8.351,-6.414,1.937,Fase 1_Lote Inicial
MOL_00204,CC=CC(=O)C1C(F)CCC1c1cnccc1C(=O)OC,-8.35,-5.96,2.39,Fase 1_Lote Inicial
MOL_00205,CC(C)c1ccncc1C1CCC(C)C1C(N)=O,-8.35,-6.705,1.645,Fase 2_Seletividade
MOL_00206,CCc1ccncc1C1CCC(C)C1C(=O)NC,-8.345,-6.352,1.993,Fase 2_Seletividade
